,CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_SAN,SUM_SYN_ANT_LOEWE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA,QA,BatchID,COMBINATION_ID
13338,OCUBM,LAPATINIB,MK-8776,5.0,4.0,0.145718002,1.156430576,0.0,0.311754539,2.308924139,47.52308341,0,22.37396261,2.734754358,26.08765958,1,1,LAPATINIB.MK-8776
16567,RPMI7951,VINBLASTINE,TEMOZOLOMIDE,0.04,250.0,0.004824677,1.621038316,1.676596426,56.4513079,1.678428188,46.01774196,0,-42.04669327,-47.91749719,-30.77976408,1,1,TEMOZOLOMIDE.VINBLASTINE
5484,HCT116,CYCLOPHOSPHAMIDE,BORTEZOMIB,10.0,0.04,1.0,0.0,100.0,0.007933692,1.957436447,0.0,0,39.79667148,39.79667148,39.79667148,1,1,BORTEZOMIB.CYCLOPHOSPHAMIDE
22326,VCAP,PD325901,MK-8669,0.1,0.01,1.0,0.0,100.0,0.002263783,9.999999999,86.19389422,0,32.6076368,32.6076368,32.6076368,1,1,MK-8669.PD325901
34,A2058,AZD1775,DASATINIB,0.5,3.0,0.212832215,10.0,26.78168024,0.025977973,1.019602605,91.46819517,0,50.65374139,45.88116834,51.14289629,1,1,AZD1775.DASATINIB
11063,NCIH2122,MK-5108,SN-38,2.0,0.005,0.636662796,2.475294136,13.60254026,0.001475642,1.091206787,27.22568823,0,-115.7440893,-116.7738591,-101.6967148,1,1,MK-5108.SN-38
9114,MDAMB436,ERLOTINIB,MK-8669,5.0,0.01,5.0,0.863124357,23.80720627,0.000563524,2.571252501,74.2451892,0,23.07652751,5.728582758,29.20991695,1,1,ERLOTINIB.MK-8669
4029,DLD1,MITOMYCINE,PD325901,1.0,0.1,0.287366246,1.76411102,52.14266331,1.0,0.0,100.0,0,20.52209051,20.52209051,20.52209051,1,1,MITOMYCINE.PD325901
10229,NCIH1650,DASATINIB,BEZ-235,3.0,0.4,0.029360868,0.700151392,20.38356087,0.026192381,2.282002176,42.52027988,0,40.72097204,-4.416301284,43.08049986,1,1,BEZ-235.DASATINIB
4018,DLD1,MITOMYCINE,BORTEZOMIB,1.0,0.04,0.287366246,1.76411102,52.14266331,0.00857849,1.888645165,2.145517736,0,26.4967724,21.19254317,34.46166166,1,1,BORTEZOMIB.MITOMYCINE
11183,NCIH2122,PD325901,MK-8669,0.1,0.01,0.024841707,1.190020387,53.35652855,0.002758229,10.0,89.49994603,0,20.61650775,19.3709386,24.24221411,1,1,MK-8669.PD325901
16890,SKMEL30,MK-4541,ETOPOSIDE,4.0,4.0,1.0,0.0,100.0,0.587037039,1.668536768,54.23825133,0,24.9475553,24.9475553,24.9475553,1,1,ETOPOSIDE.MK-4541
22431,VCAP,VINORELBINE,MK-5108,0.04,2.0,0.001770167,10.0,0.0,1.535228739,2.122665801,0.0,0,-50.71578112,-18.33176965,-12.71585228,1,1,MK-5108.VINORELBINE
19573,T47D,5-FU,GELDANAMYCIN,10.0,2.0,4.156175921,0.551910802,31.16831131,2.0,10.0,22.75131466,0,24.98514824,25.62910896,33.27857589,1,1,5-FU.GELDANAMYCIN
13532,OCUBM,OXALIPLATIN,MK-8776,20.0,4.0,12.03471873,1.962994398,0.0,0.311754539,2.308924139,47.52308341,0,33.14906699,29.28176326,44.27824153,1,1,MK-8776.OXALIPLATIN
19046,SW837,CARBOPLATIN,MK-8669,50.0,0.01,11.19853346,1.356388245,84.32249955,0.000540142,10.0,86.08062361,0,21.74739424,14.61033854,26.951766,1,1,CARBOPLATIN.MK-8669
17906,SKOV3,DEXAMETHASONE,MK-2206,10.0,4.0,0.0035,0.1,90.75129096,1.303874047,0.954044166,46.21395859,0,45.1747328,32.8724879,45.21016023,1,1,DEXAMETHASONE.MK-2206
5352,ES2,VINORELBINE,ERLOTINIB,0.04,5.0,0.009477938,9.979167663,44.49127103,1.473512718,10.0,59.49911923,0,23.11128742,47.74971733,52.07530656,1,1,ERLOTINIB.VINORELBINE
11341,NCIH23,5-FU,MK-8669,10.0,0.01,2.869755946,1.143755729,47.62421274,0.000735258,1.638180792,75.33258112,0,21.12912128,2.39804917,24.68438661,1,1,5-FU.MK-8669
599,A2058,GELDANAMYCIN,MK-8776,2.0,4.0,0.10388905,10.0,17.06794584,0.47221428,2.267968461,69.4464428,0,50.09505983,34.43388373,51.28700497,1,1,GELDANAMYCIN.MK-8776
17639,SKMES1,PD325901,DASATINIB,0.1,3.0,0.008145249,1.140047562,30.09826361,0.190228682,1.443122731,30.87702988,0,40.34754739,8.69899422,54.56569819,1,1,DASATINIB.PD325901
1414,A375,L778123,MK-8776,5.0,4.0,1.186898895,1.445986422,64.25082193,1.431324925,1.301807158,66.84273325,0,21.64717994,13.92391785,26.69388828,1,1,L778123.MK-8776
1375,A375,ETOPOSIDE,TEMOZOLOMIDE,4.0,250.0,1.388830014,0.917189041,7.97234797,82.02462283,9.999999997,79.39319533,0,-85.12621203,-86.35220194,-79.92470937,1,1,ETOPOSIDE.TEMOZOLOMIDE
17905,SKOV3,DEXAMETHASONE,LAPATINIB,10.0,5.0,0.0035,0.1,90.75129096,0.266342994,1.345824261,66.50553236,0,37.21923294,24.91098861,37.31357642,1,1,DEXAMETHASONE.LAPATINIB
10846,NCIH2122,DEXAMETHASONE,BORTEZOMIB,10.0,0.04,0.0035,0.1,65.96767714,0.009790456,10.0,13.19441142,0,21.28347923,4.966692718,21.86060266,1,1,BORTEZOMIB.DEXAMETHASONE
14891,PA1,AZD1775,MK-8776,0.5,4.0,0.232505379,10.0,48.57788165,1.171066503,2.908021544,76.65803668,0,63.93736373,68.46113719,72.36622011,1,1,AZD1775.MK-8776
18224,SKOV3,PD325901,MK-8669,0.1,0.01,0.006661204,2.679907207,89.67821868,0.000373909,1.232210372,75.80196507,0,36.67786307,19.86157247,37.59932517,1,1,MK-8669.PD325901
15905,RKO,PACLITAXEL,ERLOTINIB,0.04,5.0,0.002239255,2.510502685,34.30073826,5.0,10.0,70.21203959,0,-37.87422771,-34.65776025,-30.02448992,1,1,ERLOTINIB.PACLITAXEL
21940,VCAP,BORTEZOMIB,DASATINIB,0.04,3.0,0.002579334,3.361021268,2.003211288,0.540201168,10.0,88.4870337,0,-22.58458116,-26.76038312,-21.79037217,1,1,BORTEZOMIB.DASATINIB
6421,HT144,MITOMYCINE,MK-5108,1.0,2.0,0.467330723,0.984816556,0.0,2.0,1.761202218,50.81535916,0,-21.52847693,-22.45825414,-14.37357495,1,1,MITOMYCINE.MK-5108
22156,VCAP,MK-4541,DOXORUBICIN,4.0,0.3,0.305830359,3.46434626,86.24589986,0.052226598,1.338403238,0.0,0,43.91656494,34.82530096,44.49237957,1,1,DOXORUBICIN.MK-4541
10889,NCIH2122,ERLOTINIB,MK-8669,5.0,0.01,1.832641816,1.295925477,17.31900126,0.002758229,10.0,89.49994603,0,41.51942558,41.10019972,45.31799168,1,1,ERLOTINIB.MK-8669
1834,A427,AZD1775,MK-8776,0.5,4.0,0.242079513,2.08805365,0.0,0.330904094,10.0,63.50630177,0,72.93924376,65.38082978,79.77717167,1,1,AZD1775.MK-8776
9787,MSTO,MK-2206,DASATINIB,4.0,3.0,1.725161983,2.222168469,0.0,0.045772073,1.257720915,32.80229796,0,39.398868,32.13858228,49.63919296,1,1,DASATINIB.MK-2206
21027,UWB1289,MK-4827,PD325901,10.0,0.1,0.920962263,1.402625281,40.7876808,0.004981645,1.017262818,76.94011288,0,20.29159187,-4.337773149,21.56226069,1,1,MK-4827.PD325901
14755,OVCAR3,SUNITINIB,TOPOTECAN,5.0,1.0,2.278786328,10.0,83.87790724,0.151326302,1.215531374,0.0,0,-34.04879499,-37.41821015,-33.01376736,1,1,SUNITINIB.TOPOTECAN
579,A2058,ZOLINZA,DASATINIB,4.0,3.0,1.33697119,10.0,28.70069909,0.025977973,1.019602605,91.46819517,0,48.58237741,40.66824361,48.97829677,1,1,DASATINIB.ZOLINZA
19513,SW837,VINORELBINE,LAPATINIB,0.04,5.0,0.008418483,1.668622658,38.66693929,5.0,0.478748874,4.935309315,0,23.72387039,3.768890203,35.40338449,1,1,LAPATINIB.VINORELBINE
16631,SKMEL30,5-FU,MK-8776,10.0,4.0,3.267220926,10.0,64.80363476,0.318583551,10.0,54.83043401,0,-89.19071177,-93.4640693,-80.36231308,1,1,5-FU.MK-8776
5670,HCT116,MK-4541,BORTEZOMIB,4.0,0.04,4.0,0.303340226,93.45313162,0.007933692,1.957436447,0.0,0,46.84395172,42.7827577,46.97552017,1,1,BORTEZOMIB.MK-4541
15345,PA1,SUNITINIB,LAPATINIB,5.0,5.0,3.824096718,5.505699327,0.0,4.999447668,9.999999972,66.61665012,0,33.12914041,40.12658429,41.02229012,1,1,LAPATINIB.SUNITINIB
9796,MSTO,MK-2206,TOPOTECAN,4.0,1.0,1.725161983,2.222168469,0.0,0.079465906,1.889298297,14.70967076,0,30.99516917,34.50344228,45.89120414,1,1,MK-2206.TOPOTECAN
12999,NCIH520,SUNITINIB,MK-8669,5.0,0.01,4.655412984,5.965008799,0.0,0.001405001,1.507253779,63.80246242,0,24.65177507,28.95590677,31.86029206,1,1,MK-8669.SUNITINIB
4126,DLD1,VINBLASTINE,LAPATINIB,0.04,5.0,0.04,10.0,41.60337552,5.0,0.734410513,69.41530848,0,38.34175621,36.95841323,40.00004174,1,1,LAPATINIB.VINBLASTINE
9195,MDAMB436,LAPATINIB,OXALIPLATIN,5.0,20.0,5.0,10.0,71.19274588,1.615189898,1.156902926,43.45298794,0,-25.04922185,-27.61088619,-23.46959978,1,1,LAPATINIB.OXALIPLATIN
13314,OCUBM,L778123,MK-4827,5.0,10.0,0.388440275,1.328200098,44.57149076,2.59713257,3.478378003,38.94358858,0,21.19770673,10.36401822,27.96643862,1,1,L778123.MK-4827
9395,MDAMB436,PD325901,MK-8669,0.1,0.01,0.003237028,0.98617286,84.21060436,0.000563524,2.571252501,74.2451892,0,25.7216853,2.276671419,28.5614782,1,1,MK-8669.PD325901
3759,DLD1,ERLOTINIB,BORTEZOMIB,5.0,0.04,4.645981859,1.080847422,0.0,0.00857849,1.888645165,2.145517736,0,27.0926639,30.15183331,45.29254641,1,1,BORTEZOMIB.ERLOTINIB
10075,MSTO,VINORELBINE,BEZ-235,0.04,0.4,0.009341533,10.0,42.59301325,0.058091201,1.20374982,8.561456176,0,40.86005867,45.61090934,61.16417227,1,1,BEZ-235.VINORELBINE
20699,UACC62,ZOLINZA,LAPATINIB,4.0,5.0,1.341360314,3.741725248,14.29115968,5.0,1.112299383,68.70994056,0,33.53730424,32.30528009,36.52130618,1,1,LAPATINIB.ZOLINZA
20594,UACC62,PACLITAXEL,MK-4827,0.04,10.0,0.003698938,1.447321457,28.72141196,10.0,0.873190421,73.26849642,0,-23.35412857,-30.38471792,-20.215245,1,1,MK-4827.PACLITAXEL
8887,LOVO,VINBLASTINE,ABT-888,0.04,10.0,0.013918679,0.944200696,5.987402036,4.694207396,10.0,90.99692679,0,-23.04597299,-25.22732595,-22.26049745,1,1,ABT-888.VINBLASTINE
18016,SKOV3,LAPATINIB,DASATINIB,5.0,3.0,0.266342994,1.345824261,66.50553236,0.05843383,0.873670331,21.03171487,0,52.73302358,19.47555516,54.55813741,1,1,DASATINIB.LAPATINIB
18793,SW620,METHOTREXATE,TEMOZOLOMIDE,0.2,250.0,0.028114658,2.062232766,6.963477793,12.63234102,9.999999999,55.04806908,0,-23.75076719,-38.45437614,-19.97070448,1,1,METHOTREXATE.TEMOZOLOMIDE
14396,OVCAR3,DEXAMETHASONE,ZOLINZA,10.0,4.0,1.0,0.0,100.0,1.732376641,3.438020721,0.0,0,36.24664796,36.24664796,36.24664796,1,1,DEXAMETHASONE.ZOLINZA
4900,ES2,DASATINIB,MK-8669,3.0,0.01,0.744653232,9.999999999,90.09579136,0.000549034,10.0,87.62999839,0,29.88585138,31.29142859,36.03417282,1,1,DASATINIB.MK-8669
21010,UWB1289,MK-4541,SUNITINIB,4.0,5.0,0.992211381,10.0,87.89149365,1.428329299,1.538588285,38.86353893,0,35.76423293,32.17395965,35.76423293,1,1,MK-4541.SUNITINIB
15896,RKO,PD325901,SORAFENIB,0.1,20.0,0.1,0.63541757,61.53054138,13.92376351,3.674885803,0.0,0,54.04001758,53.01994249,58.79683177,1,1,PD325901.SORAFENIB
16165,RPMI7951,DEXAMETHASONE,TEMOZOLOMIDE,10.0,250.0,1.0,0.0,100.0,56.4513079,1.678428188,46.01774196,0,-34.85599822,-34.85599822,-34.85599822,1,1,DEXAMETHASONE.TEMOZOLOMIDE
11741,NCIH23,METHOTREXATE,BORTEZOMIB,0.2,0.04,0.038901915,10.0,4.380334841,0.005754276,1.597965364,2.429241857,0,-31.17749856,-12.8547297,-6.210557589,1,1,BORTEZOMIB.METHOTREXATE
8796,LOVO,MITOMYCINE,SORAFENIB,1.0,20.0,0.597884092,1.077961393,0.0,7.311120444,6.725176024,11.37842292,0,-41.44957218,-32.95547437,-27.56194622,1,1,MITOMYCINE.SORAFENIB
1488,A375,MK-4541,SORAFENIB,4.0,20.0,1.0,0.0,100.0,13.16779074,3.187850242,0.0,0,23.57730797,23.57730797,23.57730797,1,1,MK-4541.SORAFENIB
5636,HCT116,LAPATINIB,DINACICLIB,5.0,0.04,1.0,0.0,100.0,0.010264681,3.150455952,18.28319744,0,33.64555712,33.64555712,33.64555712,1,1,DINACICLIB.LAPATINIB
5292,ES2,SUNITINIB,MK-8669,5.0,0.01,5.0,4.960032406,38.81986017,0.000549034,10.0,87.62999839,0,35.33705379,37.28969053,39.67017126,1,1,MK-8669.SUNITINIB
13139,OCUBM,AZD1775,MK-8776,0.5,4.0,0.264450229,1.695381702,0.0,0.311754539,2.308924139,47.52308341,0,64.11708666,55.72485967,73.16566212,1,1,AZD1775.MK-8776
16391,RPMI7951,MRK-003,MK-8776,10.0,4.0,3.7493829,10.0,85.397126,0.382787577,2.448304849,7.453852934,0,20.76217072,20.15497593,22.82465677,1,1,MK-8776.MRK-003
1629,A375,MITOMYCINE,MK-8776,1.0,4.0,0.297120234,2.346604847,38.43285264,1.431324925,1.301807158,66.84273325,0,43.10972419,38.7070486,49.53927455,1,1,MITOMYCINE.MK-8776
11197,NCIH2122,PACLITAXEL,L778123,0.04,5.0,0.001716632,10.0,6.612943172,5.0,0.441727396,11.16872629,0,-174.2916005,-175.2777372,-157.6553393,1,1,L778123.PACLITAXEL
3713,DLD1,DASATINIB,SORAFENIB,3.0,20.0,1.376228041,1.069498498,40.90562553,15.13866159,2.468851936,0.0,0,23.31859803,24.46498195,33.54942081,1,1,DASATINIB.SORAFENIB
13316,OCUBM,L778123,MK-8669,5.0,0.01,0.388440275,1.328200098,44.57149076,0.000572526,3.994336344,22.3452615,0,37.38067049,21.63424174,45.01433247,1,1,L778123.MK-8669
15205,PA1,MRK-003,DASATINIB,10.0,3.0,10.0,2.044880795,48.89163881,0.062649531,1.122418615,22.03005923,0,33.06298667,28.43710409,35.71055303,1,1,DASATINIB.MRK-003
5736,HCT116,MK-8669,BEZ-235,0.01,0.4,1.0,0.0,100.0,0.4,1.790752238,23.64624806,0,37.89715523,37.89715523,37.89715523,1,1,BEZ-235.MK-8669
2335,A427,VINBLASTINE,LAPATINIB,0.04,5.0,0.018423078,1.350091594,0.0,5.0,1.067967442,6.832620307,0,-20.23057946,-20.79142769,-4.782755317,1,1,LAPATINIB.VINBLASTINE
17060,SKMEL30,PD325901,OXALIPLATIN,0.1,20.0,0.004884267,1.436717255,21.08193938,5.0126394,4.280781318,49.77803413,0,-20.12939719,-31.59393638,-11.44517412,1,1,OXALIPLATIN.PD325901
10164,NCIH1650,AZD1775,MK-8776,0.5,4.0,0.328674141,1.636912448,24.05349402,0.727525658,1.733688268,51.32875537,0,51.38648787,47.43335042,60.69434163,1,1,AZD1775.MK-8776
10504,NCIH1650,MRK-003,TOPOTECAN,10.0,1.0,10.0,0.802200335,49.20493896,0.359360758,1.932809349,9.724701464,0,25.28872053,21.36515741,31.94286646,1,1,MRK-003.TOPOTECAN
20946,UWB1289,L778123,VINORELBINE,5.0,0.04,0.479317267,1.056099977,45.51825985,0.003740347,1.930205868,22.13490445,0,29.28185154,11.89779707,33.86695276,1,1,L778123.VINORELBINE
10786,NCIH2122,BORTEZOMIB,MK-8776,0.04,4.0,0.009790456,10.0,13.19441142,0.43795554,2.129983949,21.5217691,0,-28.30027345,-12.409304,1.761252023,1,1,BORTEZOMIB.MK-8776
9546,MSTO,5-FU,LAPATINIB,10.0,5.0,5.0377781,1.535973816,29.76830395,5.0,0.898275962,39.27361218,0,-53.26171322,-57.49467886,-44.29644886,1,1,5-FU.LAPATINIB
15384,PA1,VINBLASTINE,ABT-888,0.04,10.0,0.004257307,1.559885731,2.950758262,1.0,0.0,100.0,0,-37.82131206,-37.82131206,-37.82131206,1,1,ABT-888.VINBLASTINE
2098,A427,MK-4541,ZOLINZA,4.0,4.0,1.0,0.0,100.0,0.4915019,0.971800574,0.0,0,-24.51356443,-24.51356443,-24.51356443,1,1,MK-4541.ZOLINZA
5826,HCT116,MITOMYCINE,BORTEZOMIB,1.0,0.04,0.225387595,1.542597707,34.82053236,0.007933692,1.957436447,0.0,0,29.47983385,26.67546701,43.48376804,1,1,BORTEZOMIB.MITOMYCINE
20688,UACC62,VINORELBINE,TEMOZOLOMIDE,0.04,250.0,0.001713969,10.0,31.8868316,49.2149162,1.738459268,73.96300333,0,-23.11502958,-34.67020452,-18.63990357,1,1,TEMOZOLOMIDE.VINORELBINE
15406,PA1,VINORELBINE,BEZ-235,0.04,0.4,0.001724963,10.0,1.692265176,0.047322894,1.299053592,27.47580621,0,-33.15074282,-21.25857523,-4.723339502,1,1,BEZ-235.VINORELBINE
2021,A427,L778123,SN-38,5.0,0.005,5.0,0.514033396,66.29549832,0.00303197,1.66162767,0.0,0,23.7594952,17.39046491,26.32181557,1,1,L778123.SN-38
20686,UACC62,VINORELBINE,SORAFENIB,0.04,20.0,0.001713969,10.0,31.8868316,9.01409606,3.144624821,0.978913795,0,-46.63068653,-41.5238815,-28.85338674,1,1,SORAFENIB.VINORELBINE
765,A2780,ERLOTINIB,OXALIPLATIN,5.0,20.0,4.666903069,1.413391053,0.450898924,2.450534475,1.578946999,19.76715514,0,-41.55874244,-42.86315404,-29.97795173,1,1,ERLOTINIB.OXALIPLATIN
9794,MSTO,MK-2206,SN-38,4.0,0.005,1.725161983,2.222168469,0.0,0.001717659,10.0,39.20976032,0,20.89491903,43.99970944,48.98980232,1,1,MK-2206.SN-38
11674,NCIH23,MK-8669,OXALIPLATIN,0.01,20.0,0.000735258,1.638180792,75.33258112,5.526599134,2.056504173,32.94666358,0,-25.24074391,-36.80392823,-20.21509996,1,1,MK-8669.OXALIPLATIN
5246,ES2,PD325901,DASATINIB,0.1,3.0,0.013772609,1.127086793,49.30395914,0.744653232,9.999999999,90.09579136,0,42.97572622,38.95912893,44.45398478,1,1,DASATINIB.PD325901
22337,VCAP,PACLITAXEL,DASATINIB,0.04,3.0,0.002300667,3.022106968,4.151109898,0.540201168,10.0,88.4870337,0,22.14965468,17.00190816,22.95288913,1,1,DASATINIB.PACLITAXEL
6624,HT29,AZD1775,MK-8776,0.5,4.0,0.342982665,3.163591651,0.0,0.985334465,1.925714601,61.37873827,0,63.46718775,67.43255308,73.49055423,1,1,AZD1775.MK-8776
11324,NCIH2122,GELDANAMYCIN,MK-8776,2.0,4.0,0.102001461,10.0,10.04227814,0.43795554,2.129983949,21.5217691,0,-23.24002438,-20.1565052,-0.816737236,1,1,GELDANAMYCIN.MK-8776
19530,SW837,ZOLINZA,DINACICLIB,4.0,0.04,1.253704824,10.0,13.20446306,0.012604755,10.0,18.18335288,0,-39.4268666,1.809654295,8.900978013,1,1,DINACICLIB.ZOLINZA
8893,LOVO,VINBLASTINE,ERLOTINIB,0.04,5.0,0.013918679,0.944200696,5.987402036,0.461723915,0.663622405,14.10845212,0,46.51286982,19.65489569,60.12018292,1,1,ERLOTINIB.VINBLASTINE
11160,NCIH2122,MITOMYCINE,ERLOTINIB,1.0,5.0,0.045254691,1.435175022,19.81352745,1.832641816,1.295925477,17.31900126,0,-64.00594982,-76.46057672,-54.55057407,1,1,ERLOTINIB.MITOMYCINE
10551,NCIH1650,MITOMYCINE,AZD1775,1.0,0.5,0.391935566,1.38549681,9.596430836,0.328674141,1.636912448,24.05349402,0,23.60825977,25.01535642,37.04976222,1,1,AZD1775.MITOMYCINE
9410,MDAMB436,PACLITAXEL,LAPATINIB,0.04,5.0,0.007774824,1.490827223,32.07244389,5.0,10.0,71.19274588,0,20.40040907,21.56764456,25.55871817,1,1,LAPATINIB.PACLITAXEL
6171,HT144,ETOPOSIDE,ERLOTINIB,4.0,5.0,0.445445418,0.931500559,48.6497996,4.972358775,1.240779342,0.0,0,25.23731746,12.43681442,33.92761546,1,1,ERLOTINIB.ETOPOSIDE
13395,OCUBM,MK-4541,GELDANAMYCIN,4.0,2.0,1.0,0.0,100.0,0.550621397,10.0,42.09998196,0,44.86858707,44.86858707,44.86858707,1,1,GELDANAMYCIN.MK-4541
1069,A2780,PACLITAXEL,ZOLINZA,0.04,4.0,0.001721701,10.0,17.00848006,2.348833052,2.075953047,0.0,0,-36.65345076,-14.14084408,-1.696253943,1,1,PACLITAXEL.ZOLINZA
15438,PA1,ZOLINZA,PD325901,4.0,0.1,0.786668831,2.621075802,0.220209304,0.046590479,0.963605139,77.08402182,0,23.77540883,22.09899578,28.74167754,1,1,PD325901.ZOLINZA
14633,OVCAR3,MRK-003,VINBLASTINE,10.0,0.04,0.587964659,2.963516773,68.06153173,0.011309424,2.129466229,0.0,0,58.22057282,40.6528667,60.52099228,1,1,MRK-003.VINBLASTINE
11165,NCIH2122,MITOMYCINE,MK-5108,1.0,2.0,0.045254691,1.435175022,19.81352745,0.636662796,2.475294136,13.60254026,0,-22.97597119,-29.42822811,-11.86731383,1,1,MITOMYCINE.MK-5108
11207,NCIH2122,PACLITAXEL,TEMOZOLOMIDE,0.04,250.0,0.001716632,10.0,6.612943172,80.67835865,9.999999999,71.19977512,0,-230.0367194,-233.9259519,-228.499018,1,1,PACLITAXEL.TEMOZOLOMIDE
1951,A427,ERLOTINIB,BEZ-235,5.0,0.4,4.543701048,0.951436088,0.0,0.053226321,1.053642175,41.16940505,0,20.67947789,4.605731082,32.04233478,1,1,BEZ-235.ERLOTINIB
181,A2058,ETOPOSIDE,MK-4827,4.0,10.0,0.209211814,10.0,11.2222446,0.795697826,5.551021216,35.26137926,0,-21.6649656,-23.61586796,-2.304751534,1,1,ETOPOSIDE.MK-4827
1665,A375,PACLITAXEL,MK-8776,0.04,4.0,0.01826663,1.343128949,0.0,1.431324925,1.301807158,66.84273325,0,37.24595032,31.09204638,44.96872459,1,1,MK-8776.PACLITAXEL
497,A2058,SUNITINIB,LAPATINIB,5.0,5.0,2.294908108,3.504056294,24.61693666,5.0,10.0,59.80176276,0,30.85748419,33.98742098,36.07089713,1,1,LAPATINIB.SUNITINIB
6173,HT144,ETOPOSIDE,MK-2206,4.0,4.0,0.445445418,0.931500559,48.6497996,0.283652859,1.000726111,84.0485814,0,39.19570092,16.99746421,40.14888049,1,1,ETOPOSIDE.MK-2206
5266,ES2,PACLITAXEL,MK-5108,0.04,2.0,0.014261278,1.457315168,24.57451934,0.763541313,10.0,84.60220918,0,32.64097024,32.62720057,37.62294314,1,1,MK-5108.PACLITAXEL
20926,UWB1289,L778123,BEZ-235,5.0,0.4,0.479317267,1.056099977,45.51825985,0.023756839,2.546209253,21.22492555,0,24.26352519,7.855571677,31.847612,1,1,BEZ-235.L778123
8812,LOVO,PD325901,SN-38,0.1,0.005,0.004360259,1.414952003,34.69189319,0.005,1.443450566,34.44719259,0,-24.20996784,-30.17806461,-16.09669887,1,1,PD325901.SN-38
