COMBINATION_ID,MAX_CONC_B,MAX_CONC_A,IC50_B,H_B,Einf_B,IC50_A,H_A,Einf_A,SUM_SYN_ANT_LOEWE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA
ABT-888.MK-8669,0.01,10.0,0.000868384,2.747474047,78.66141835,1.0,0.0,100.0,5.403287915,2.019136655,6.797980681
ABT-888.MK-8776,4.0,10.0,0.5392999095,2.2207994795,53.07959469,1.0,0.0,100.0,0.1023971655,-0.539466472,0.1023971655
ABT-888.MRK-003,10.0,10.0,1.0,0.0,100.0,5.134224659,2.081952655,62.23236391,2.840448922,2.840448922,3.188844281
ABT-888.OXALIPLATIN,20.0,10.0,7.24018904,1.962994398,37.10445946,1.0,0.0,100.0,-8.234799863,-8.038710329,-7.768072848
ABT-888.PACLITAXEL,10.0,0.04,1.0,0.0,100.0,0.002841406,2.106008008,24.57451934,-6.518207491,-7.778269251,-3.265690855
ABT-888.PD325901,10.0,0.1,1.0,0.0,100.0,0.0086657195,1.076813325,56.149106525,-5.728090461,-9.9643333785,-3.901574068
ABT-888.SN-38,0.005,10.0,0.002358233,1.66162767,32.10255326,1.0,0.0,100.0,20.77311189,17.76034077,21.23134965
ABT-888.SORAFENIB,20.0,10.0,10.2651596095,3.491866363,0.7794231855,1.0,0.0,100.0,9.7609213885,9.7609213885,9.7609213885
ABT-888.SUNITINIB,10.0,5.0,1.0,0.0,100.0,3.6125383015,2.4306206865,19.306024705,9.044794752,8.235345169,10.03859122
ABT-888.TEMOZOLOMIDE,10.0,250.0,1.0,0.0,100.0,49.2149162,1.738459268,86.29198484,11.05931538,11.05931538,11.05931538
ABT-888.TOPOTECAN,1.0,10.0,0.079662875,1.5908721515,14.89172969,1.0,0.0,100.0,-12.893467935,-13.796205615,-12.893467935
ABT-888.VINBLASTINE,10.0,0.04,1.0,0.0,100.0,0.0154955735,1.9087370165,10.309731977,-10.101875733,-10.101875733,-10.101875733
ABT-888.VINORELBINE,10.0,0.04,1.0,0.0,100.0,0.003619608,2.0160213265,26.00361156,-8.2440748455,-9.9063251095,-6.2885805365
ABT-888.ZOLINZA,10.0,4.0,1.0,0.0,100.0,1.383770628,2.621075802,10.78345345,10.12211976,8.339660713,10.31639218
AZD1775.BEZ-235,0.4,0.5,0.036413782,1.453323164,22.71912265,0.233841629,9.616561295,28.68648592,13.32451231,15.46525482,27.81030896
AZD1775.BORTEZOMIB,0.04,0.5,0.004873287,2.042741068,1.597098622,0.22201225,9.616561295,44.28526295,-4.60157662,-1.309800158,7.035554031
AZD1775.CARBOPLATIN,0.5,50.0,0.236324374,3.286566678,23.540904695,17.328647515,1.7559117885,52.482549105,4.127096233,7.8713337635,14.328741235
AZD1775.CYCLOPHOSPHAMIDE,0.5,10.0,0.232505379,10.0,24.05349402,1.0,0.0,100.0,3.983491263,3.720648415,3.983491263
AZD1775.DASATINIB,3.0,0.5,0.103209243,1.119576616,47.44086915,0.236579327,3.560192058,21.21454364,26.84078175,20.60051038,33.35665868
AZD1775.DEXAMETHASONE,0.5,10.0,0.235054461,3.0882664745,21.179000025,1.0,0.0,100.0,3.4778777765,2.4729059425,3.560762633
AZD1775.DINACICLIB,0.04,0.5,0.0112526265,2.5356961845,5.897867576,0.234386336,3.817558572,23.99811194,-1.227367786,8.2681740265,13.674477
AZD1775.DOXORUBICIN,0.5,0.3,0.235054461,3.3618918545,21.179000025,0.0569880565,1.244148457,0.0,7.4265461215,6.192874566,16.626167185
AZD1775.ERLOTINIB,5.0,0.5,4.461499443,1.4528664355,28.070446735,0.236480391,3.817558572,23.540904695,5.4921304,10.1868415325,17.29179506
AZD1775.ETOPOSIDE,0.5,4.0,0.236324374,5.575063811,23.540904695,0.5162412285,1.442936872,19.22773364,7.8634811075,12.94398169,20.971537385
AZD1775.GELDANAMYCIN,2.0,0.5,0.240537899,3.1608000515,17.45730876,0.236480391,5.317697297,25.41758713,-7.9023384345,-0.5415111315,6.835696515
AZD1775.GEMCITABINE,0.5,0.01,0.227953441,3.3618918545,24.904997805,0.001745968,2.5709073395,20.833687945,11.551438945,9.4837591035,15.37409615
AZD1775.L778123,0.5,5.0,0.23932942,3.3618918545,22.63401883,2.4265051065,0.9595894005,46.71143063,11.0426506,11.8008946,18.837653965
AZD1775.LAPATINIB,5.0,0.5,5.0,1.345824261,59.80176276,0.236267293,9.616561295,28.68648592,10.82691616,12.86200963,18.89565207
AZD1775.METFORMIN,0.5,250.0,0.236324374,5.317697297,25.41758713,1.0,0.0,100.0,4.8212703325,5.1502264105,7.0156350335
AZD1775.METHOTREXATE,0.5,0.2,0.233841629,10.0,38.76971372,0.041352254,10.0,17.16309897,-5.55307185,-4.374848006,1.775860951
AZD1775.MITOMYCINE,0.5,1.0,0.235054461,9.8082806475,27.73408308,0.1273670815,1.441403887,27.21009907,9.151582387,6.9813250545,19.47162742
AZD1775.MK-2206,4.0,0.5,0.924520978,1.083975954,55.35767349,0.233841629,9.616561295,26.78168024,11.31043407,10.64283342,19.9144293
AZD1775.MK-4541,0.5,4.0,0.233841629,3.163591651,21.21454364,1.0,1.342291827,90.60436119,7.066567775,5.608865833,8.3091476
AZD1775.MK-4827,10.0,0.5,3.7184770805,2.0951695515,54.736011315,0.236324374,8.3458819155,23.540904695,12.22180577,15.199451645,21.654598355
AZD1775.MK-5108,2.0,0.5,0.653052447,2.435457865,67.02236824,0.236267293,3.560192058,24.05349402,4.439802625,4.935047056,12.03512315
AZD1775.MK-8669,0.01,0.5,0.000572526,2.198333149,78.71044869,0.236381455,9.616561295,28.68648592,26.15401265,21.64141904,31.02964704
AZD1775.MK-8776,4.0,0.5,0.47221428,2.158476563,54.83043401,0.222065253,10.0,28.68648592,44.95018223,45.81040489,56.92781321
AZD1775.MRK-003,0.5,10.0,0.23932942,3.286566678,22.121429505,6.027234098,3.58605825,56.25537704,4.3138322655,5.7953322945,11.126086665
AZD1775.OXALIPLATIN,20.0,0.5,6.727390998,2.056504173,37.29650322,0.233841629,7.075202536,28.68648592,-4.216930484,0.811191648,8.258310953
AZD1775.PACLITAXEL,0.5,0.04,0.236267293,4.074925086,26.78168024,0.003074043,2.091980425,18.07073691,1.091985034,2.520973496,16.53250194
AZD1775.PD325901,0.1,0.5,0.008145249,1.026539857,58.27287108,0.236579327,3.560192058,23.02831537,9.22608002,6.733447929,18.42843296
AZD1775.SN-38,0.005,0.5,0.00303197,1.66162767,36.01801309,0.236381455,7.075202536,26.78168024,6.28012679,12.81200594,15.41080654
AZD1775.SORAFENIB,20.0,0.5,10.67213935,3.43811392,0.978913795,0.236267293,7.075202536,44.28526295,-1.024536075,4.447998345,7.168141727
AZD1775.SUNITINIB,0.5,5.0,0.236579327,4.074925086,23.02831537,3.400979885,2.881071696,24.60716176,-0.344444759,3.200293231,9.586079685
AZD1775.TEMOZOLOMIDE,0.5,250.0,0.236267293,9.616561295,28.68648592,32.316478,2.22316407,83.38071628,10.60502244,12.34451847,16.79995824
AZD1775.TOPOTECAN,1.0,0.5,0.074210315,1.623216997,14.96424698,0.233841629,10.0,38.76971372,4.530779864,2.916892776,11.27351927
AZD1775.VINBLASTINE,0.5,0.04,0.236381455,3.560192058,23.02831537,0.013918679,2.129466229,5.987402036,0.427360052,8.468174128,17.48656233
AZD1775.VINORELBINE,0.5,0.04,0.239230484,3.3618918545,23.540904695,0.0030779885,2.4002417885,25.628538635,-8.992319146,-4.679929231,7.5292586285
AZD1775.ZOLINZA,0.5,4.0,0.236381455,3.163591651,23.02831537,1.45042098,2.298177563,8.835611116,4.745946284,16.8174946,22.35382352
BEZ-235.BORTEZOMIB,0.4,0.04,0.039403796,1.490933535,22.64199347,0.004873287,2.205137857,2.003211288,0.841324271,1.745582839,19.62311246
BEZ-235.CARBOPLATIN,0.4,50.0,0.042816216,1.4916384365,22.626216195,15.937319385,2.1514601195,55.48958068,9.853616741,7.2752095825,20.50133511
BEZ-235.CYCLOPHOSPHAMIDE,0.4,10.0,0.039057788,1.4721283495,22.68055806,1.0,0.0,100.0,6.552366946,6.552366946,6.552366946
BEZ-235.DASATINIB,0.4,3.0,0.040552795,1.405705141,23.182685355,0.1196527685,1.0771931915,54.612841185,27.14090218,9.9080012465,36.21316551
BEZ-235.DEXAMETHASONE,0.4,10.0,0.039403796,1.490933535,22.71912265,1.0,0.0,100.0,8.31732056,8.285787817,8.31732056
BEZ-235.DINACICLIB,0.04,0.4,0.011910147,2.5925118155,7.499622343,0.040552795,1.4721283495,25.561027135,6.271647201,5.255792583,22.04895562
BEZ-235.DOXORUBICIN,0.4,0.3,0.029958428,1.453323164,22.64199347,0.059647802,1.351090348,0.101602412,4.728113254,-9.093937565,13.71807611
BEZ-235.ERLOTINIB,0.4,5.0,0.034301763,1.490933535,23.64624806,3.415215696,1.343518652,23.80720627,17.80691194,12.72027907,31.71581308
BEZ-235.ETOPOSIDE,0.4,4.0,0.036413782,1.490933535,22.71912265,0.587037039,1.535331728,19.70727886,-3.5104576,-17.32202589,10.76660317
BEZ-235.GELDANAMYCIN,0.4,2.0,0.040552795,1.4916384365,29.276287595,0.1931109425,3.4334789745,20.272396865,12.16759495,8.1494268515,29.661104715
BEZ-235.GEMCITABINE,0.4,0.01,0.036413782,1.490933535,22.64199347,0.002544707,3.882898802,18.69465375,5.376924422,-3.941953868,13.95285498
BEZ-235.L778123,0.4,5.0,0.036413782,1.453323164,22.71912265,2.268069866,1.054759976,42.55341484,23.17224808,14.30330866,30.32998325
BEZ-235.LAPATINIB,0.4,5.0,0.034301763,1.490933535,22.64199347,5.0,1.345824261,57.8025905,15.16505167,7.044178526,23.41000762
BEZ-235.METFORMIN,0.4,250.0,0.0353577725,1.4721283495,25.09746443,1.0,0.0,100.0,8.0724625905,6.3694760905,8.5425785595
BEZ-235.METHOTREXATE,0.4,0.2,0.039403796,1.490933535,22.71912265,0.03808291,10.0,17.16309897,-13.78586648,-21.44714551,-3.608287399
BEZ-235.MITOMYCINE,0.4,1.0,0.034301763,1.490933535,22.71912265,0.155682875,1.435175022,33.69815044,10.24483048,-6.690826244,20.3711698
BEZ-235.MK-2206,0.4,4.0,0.040552795,1.431262894,22.68055806,0.968574307,1.0906632385,62.333551305,29.29642343,13.443571605,37.519349005
BEZ-235.MK-4541,0.4,4.0,0.037908789,1.427765411,25.09746443,1.0,1.1338349545,91.62381097,10.0930624685,6.3949215185,10.318935977
BEZ-235.MK-4827,0.4,10.0,0.042816216,1.4500680795,28.269052155,3.9818072555,2.3946056395,57.651782645,7.1981636985,0.386615927,14.45457666
BEZ-235.MK-5108,0.4,2.0,0.036413782,1.453323164,22.61043892,0.653052447,2.261650136,68.80201966,7.960715726,3.383066025,13.14812569
BEZ-235.MK-8669,0.4,0.01,0.029958428,1.493740457,29.49027709,0.000695729,2.571252501,75.9399994,56.54183185,46.24282887,62.23615237
BEZ-235.MK-8776,4.0,0.4,0.683849092,2.267968461,61.37873827,0.039403796,1.490933535,27.47580621,15.47461227,3.358818379,21.60016547
BEZ-235.MRK-003,0.4,10.0,0.043930638,1.453323164,22.64199347,6.565226945,2.081095091,55.34735326,15.64451127,11.82163154,24.09226109
BEZ-235.OXALIPLATIN,20.0,0.4,6.660258437,2.056504173,32.94666358,0.039403796,1.453323164,22.61043892,-1.38137147,-5.608600634,12.13176503
BEZ-235.PACLITAXEL,0.4,0.04,0.040552795,1.431262894,26.35427308,0.0031122535,2.0989942165,21.06164505,-11.027763075,-18.909412045,3.0017172725
BEZ-235.PD325901,0.4,0.1,0.034301763,1.490933535,22.71912265,0.00918619,1.140047562,53.35652855,25.58244144,6.100950373,36.02430046
BEZ-235.SN-38,0.005,0.4,0.002183201,1.985826188,37.31691831,0.039403796,1.409202624,27.47580621,9.611739213,4.984927252,18.78265126
BEZ-235.SORAFENIB,20.0,0.4,8.906638421,3.101254265,0.4894568975,0.042816216,1.405705141,25.09746443,5.8504985085,4.9741065385,17.72550643
BEZ-235.SUNITINIB,0.4,5.0,0.040552795,1.427765411,23.182685355,3.947476147,2.6987046325,19.306024705,12.78862052,11.614930408,22.60678649
BEZ-235.TEMOZOLOMIDE,0.4,250.0,0.039403796,1.492343338,27.47580621,12.83428646,1.678428188,83.38071628,6.01025874,4.968014271,10.69654977
BEZ-235.TOPOTECAN,0.4,1.0,0.039403796,1.492343338,29.0622981,0.074210315,1.620082763,14.96424698,13.84616595,-7.020060584,24.29939191
BEZ-235.VINBLASTINE,0.4,0.04,0.041701794,1.453323164,22.71912265,0.014719529,2.129466229,5.987402036,13.53168043,11.78575781,26.39843855
BEZ-235.VINORELBINE,0.4,0.04,0.040552795,1.4721283495,23.182685355,0.0033626655,2.0020243825,28.275547155,0.237758163,-11.138246775,17.78936132
BEZ-235.ZOLINZA,0.4,4.0,0.037908789,1.431262894,22.68055806,1.4054268985,2.479684807,13.68212319,6.257374932,8.985150808,23.598124265
BORTEZOMIB.CARBOPLATIN,0.04,50.0,0.004419112,2.042741068,1.932810379,16.62678588,2.107993797,51.30222662,-4.978933193,-1.35932367,6.968456682
BORTEZOMIB.CYCLOPHOSPHAMIDE,0.04,10.0,0.0056609465,2.2165483755,2.074364512,1.0,0.0,100.0,1.6313479155,1.6313479155,1.6313479155
BORTEZOMIB.DASATINIB,3.0,0.04,0.0896999195,1.0771931915,41.256909535,0.0046461995,1.9499924755,0.892185882,10.276701178,-7.767603192,14.91027287
BORTEZOMIB.DEXAMETHASONE,0.04,10.0,0.005766459,1.9598578635,1.8672515955,1.0,0.0,100.0,0.2502461645,0.2502461645,0.2502461645
BORTEZOMIB.DINACICLIB,0.04,0.04,0.011989246,2.5771840715,1.8043502635,0.0067258885,2.794490081,1.9680108335,-11.660661035,0.297749112,7.8438605135
BORTEZOMIB.DOXORUBICIN,0.04,0.3,0.0046461995,6.178124813,1.973605274,0.0495580345,1.264377801,0.0,-7.620457454,-4.055582272,9.454897798
BORTEZOMIB.ERLOTINIB,0.04,5.0,0.0044120465,2.29210426,1.8672515955,4.166457051,1.354658265,22.37577093,-3.322072678,-3.264887461,10.4812091375
BORTEZOMIB.ETOPOSIDE,0.04,4.0,0.005754276,2.042741068,2.429241857,0.587037039,1.668536768,30.99321971,-9.562038659,-1.93703601,10.63315634
BORTEZOMIB.GELDANAMYCIN,2.0,0.04,0.172909704,3.646598064,26.01574291,0.005778642,2.205137857,2.003211288,-17.92426597,-1.962205566,6.636982896
BORTEZOMIB.GEMCITABINE,0.04,0.01,0.0044120465,2.7667278815,1.8672515955,0.001499031,2.4467425825,16.836632505,0.242970418,1.6927729735,10.1085000725
BORTEZOMIB.L778123,0.04,5.0,0.005766459,2.2165483755,1.9680108335,2.1025294925,1.3164015185,45.044875305,-2.4669580525,-1.3127521685,6.831621734
BORTEZOMIB.LAPATINIB,0.04,5.0,0.004419112,2.227958894,1.597098622,1.952017201,1.251208469,65.93728798,-2.117878127,0.5254079,6.32922926
BORTEZOMIB.METFORMIN,0.04,250.0,0.005766459,2.0926976705,1.9680108335,27.99549458,0.8352999495,92.692275155,-2.740989064,-4.309421778,-2.348920986
BORTEZOMIB.METHOTREXATE,0.04,0.2,0.005668012,2.2165483755,1.9680108335,0.042644562,10.0,28.583107705,-3.1559164805,-1.726589839,6.186476224
BORTEZOMIB.MITOMYCINE,0.04,1.0,0.005766459,2.1239394625,2.1473644175,0.1657980915,1.5174822465,24.293377335,-6.1300983025,-7.0803423245,12.333578407
BORTEZOMIB.MK-2206,0.04,4.0,0.0060477045,2.002510174,1.9680108335,0.930834796,1.1252920305,64.97966243,7.931509709,1.2421262115,15.56659839
BORTEZOMIB.MK-4541,0.04,4.0,0.006916912,2.042741068,1.597098622,1.0,1.06259322,92.58429641,15.97468539,15.97468539,15.97468539
BORTEZOMIB.MK-4827,0.04,10.0,0.005778642,2.042741068,1.932810379,3.676775124,1.439962588,56.90375956,2.31040389,4.466540821,12.03648573
BORTEZOMIB.MK-5108,0.04,2.0,0.006916912,2.042741068,2.145517736,0.65026385,2.604689067,70.89759062,-0.565420103,0.083269453,4.990891798
BORTEZOMIB.MK-8669,0.01,0.04,0.000868384,2.571252501,78.66141835,0.005754276,1.937705671,1.801692812,8.753253148,-4.201363521,14.19259131
BORTEZOMIB.MK-8776,4.0,0.04,0.468279962,2.270118758,52.91657237,0.005086694,2.29210426,1.9680108335,-8.956837005,-12.91206868,3.589195318
BORTEZOMIB.MRK-003,0.04,10.0,0.004419112,2.227958894,1.626693533,5.610753619,2.959677302,60.69022844,1.268763371,0.200643684,8.451832831
BORTEZOMIB.OXALIPLATIN,20.0,0.04,6.660258437,1.957142655,37.29650322,0.004419112,1.957436447,1.932810379,-1.624522351,0.819691174,10.2471303
BORTEZOMIB.PACLITAXEL,0.04,0.04,0.005778642,2.042741068,2.145517736,0.003074043,2.106008008,29.50434466,-14.88758086,-10.72464285,10.84352721
BORTEZOMIB.PD325901,0.04,0.1,0.0060477045,2.1239394625,1.9680108335,0.0086657195,1.141512311,48.285533575,9.642398673,-4.0630187265,15.716583315
BORTEZOMIB.SN-38,0.005,0.04,0.003165652,1.7468298365,41.27072605,0.005766459,2.002510174,1.9680108335,-3.047245302,-0.713759871,9.6373686955
BORTEZOMIB.SORAFENIB,20.0,0.04,9.01409606,3.057883709,0.0,0.004404981,2.227958894,2.003211288,-7.032282169,-1.822859145,8.53245876
BORTEZOMIB.SUNITINIB,0.04,5.0,0.006316767,2.042741068,1.932810379,4.070855576,2.780818397,18.64987029,-1.680534832,6.124263536,13.86043348
BORTEZOMIB.TEMOZOLOMIDE,0.04,250.0,0.006916912,1.96227928,1.932810379,14.91031578,2.909003129,87.39811291,-4.705480132,-6.504456264,0.101199241
BORTEZOMIB.TOPOTECAN,1.0,0.04,0.061308884,1.56166154,15.1647899,0.005778642,1.957436447,2.429241857,1.106258735,-2.81478553,13.72022319
BORTEZOMIB.VINBLASTINE,0.04,0.04,0.00939131,2.199495347,2.1968410105,0.014560195,1.619039323,10.309731977,10.138450714,23.66893375,35.833056305
BORTEZOMIB.VINORELBINE,0.04,0.04,0.008343679,2.042741068,1.597098622,0.003740347,1.90221198,28.99574877,-5.354504582,2.437446305,9.42803811
BORTEZOMIB.ZOLINZA,0.04,4.0,0.003676293,2.2165483755,1.769393421,1.438182953,2.186098115,3.760237268,4.7298337745,17.166331115,28.4703005
CARBOPLATIN.DASATINIB,3.0,50.0,0.1438215505,1.0771931915,54.612841185,17.328647515,2.1414398095,52.683266315,7.1535715835,-1.950080339,11.252702545
CARBOPLATIN.DINACICLIB,0.04,50.0,0.010375306,2.592706928,7.703104616,16.62678588,1.678303317,51.30222662,-1.607229711,2.511114247,10.88503841
CARBOPLATIN.ERLOTINIB,5.0,50.0,4.379297838,1.295925477,23.80720627,16.62678588,2.128034417,53.66287159,1.660201434,2.283108055,12.40283105
CARBOPLATIN.GELDANAMYCIN,2.0,50.0,0.2664647475,7.088040359,20.004451085,17.15960382,1.9707570285,55.28886347,-3.8943193325,-6.5981081165,10.362390775
CARBOPLATIN.L778123,5.0,50.0,1.778698741,1.180351458,45.044875305,15.937319385,1.7559117885,49.67107192,-3.278373512,-5.711604135,1.463790945
CARBOPLATIN.LAPATINIB,5.0,50.0,4.994929559,1.314712952,59.322048405,17.328647515,1.893148557,52.683266315,-2.839542695,-1.8036829205,3.7156825575
CARBOPLATIN.MK-2206,4.0,50.0,0.930834796,1.0906632385,57.48746975,15.02078752,2.1514601195,49.67107192,-2.4858740585,-3.9501716135,7.2778511295
CARBOPLATIN.MK-4541,50.0,4.0,16.51765313,2.128034417,54.06430601,1.0,1.11392054,93.0756375,3.450954946,4.414895694,4.51887828
CARBOPLATIN.MK-4827,10.0,50.0,3.760179037,3.478378003,56.19533216,16.62678588,2.128034417,56.91485535,4.865879488,4.73916292,15.03689549
CARBOPLATIN.MK-5108,2.0,50.0,0.6516581485,2.520073466,69.3519386,17.328647515,2.118014107,52.482549105,-0.1915580345,4.420625175,11.280699765
CARBOPLATIN.MK-8669,0.01,50.0,0.000735258,2.198333149,78.66141835,17.92458268,2.107993797,48.03991722,17.77822492,12.94938006,23.60453105
CARBOPLATIN.MK-8776,4.0,50.0,0.567671689,2.173630498,51.00271073,16.96487327,2.107993797,54.06430601,9.183345575,9.45309866,17.03836925
CARBOPLATIN.MRK-003,50.0,10.0,16.51765313,2.174885822,56.91485535,5.610753619,2.959677302,59.62029384,-0.12306016,3.157869949,7.056960409
CARBOPLATIN.PD325901,0.1,50.0,0.008272569,1.001717839,55.41725026,16.795829575,1.9707570285,50.851394405,-2.982373002,-8.7908205415,1.659910332
CARBOPLATIN.SORAFENIB,20.0,50.0,10.60554087,3.057883709,0.0,15.35698564,2.128034417,53.66287159,-13.73152282,-8.308455368,-5.494006944
CARBOPLATIN.SUNITINIB,5.0,50.0,3.947476147,2.8262047275,14.540884225,15.937319385,2.1514601195,55.48958068,4.6831998985,6.2905068365,10.33003948
CARBOPLATIN.TEMOZOLOMIDE,250.0,50.0,17.13860709,2.22316407,86.29198484,16.51765313,1.83352026,53.66287159,-13.80269297,-15.04517639,-7.202294289
