CELL_LINE,COMPOUND_A,MAX_CONC_B,MAX_CONC_A,IC50_B,H_B,Einf_B,IC50_A,H_A,Einf_A,SUM_SYN_ANT_LOEWE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA
A2058,MK-8669,11.0,0.01,4.6740433215,10.0,18.105177145,0.00102899,2.008823373,78.66141835,14.99837106,7.7428392405,17.48005527
A2058,MRK-003,4.0,10.0,0.795697826,9.998362518,35.30135498,10.0,10.0,86.40081666,9.604520542,10.11024152,10.25171987
A2058,OXALIPLATIN,2.02,20.0,0.243233327,2.388654695,34.895617507,9.244197593,10.0,56.68270157,8.833524422,15.4427921445,19.74742557
A2058,PACLITAXEL,2.5,0.04,0.3425232475,4.299340412,46.62328022,0.00174896,10.0,1.723012934,-26.602750765,-9.537240812,-0.1285914645
A2058,PD325901,1.0,0.1,0.061665385,2.676095718,27.19718087,0.03825877,1.341996602,58.9416845,13.19573561,13.03497008,17.09848767
A2058,SN-38,2.02,0.005,0.243233327,2.388654695,34.895617507,0.001671882,9.998362518,27.19718087,2.37154863,16.3792530585,23.26471563
A2058,SORAFENIB,2.02,20.0,0.243233327,2.388654695,34.895617507,12.5519117,10.0,19.14240845,3.239767262,15.509802605,18.23290167
A2058,SUNITINIB,2.0,5.0,0.1583606325,7.774691867,32.83417581,2.294908108,3.504056294,24.61693666,1.0843987185,11.009288436,18.87594366
A2058,TEMOZOLOMIDE,2.0,250.0,0.0827772175,7.774691867,32.83417581,17.13860709,1.408234782,45.06072329,7.9788445195,1.9868299445,15.524006145
A2058,TOPOTECAN,0.22,1.0,0.0196645505,2.5927183235,14.703545157,0.061665385,2.134367458,15.56262101,-3.7492089005,-10.3141269155,9.233993496
A2058,VINBLASTINE,4.0,0.04,0.8397399495,3.275857951,46.62328022,0.009203083,10.0,6.502713984,17.61024071,32.891918185,43.636542355
A2058,ZOLINZA,4.0,4.0,0.795697826,5.551021216,29.0622981,1.33697119,10.0,28.70069909,-6.24710064,13.87011011,16.07555955
A2780,5-FU,4.0,10.0,0.504400142,1.55405091,34.98918764,1.695142171,1.744558015,30.21226579,9.735043031,0.452796573,18.81556072
A2780,ABT-888,2.0,10.0,0.128388817,1.578946999,19.76715514,10.0,1.980873154,77.99201698,8.225089728,7.770175927,11.76474304
A2780,AZD1775,3.5,0.5,0.419151923,1.81586136,47.596157095,0.465104939,1.508113113,0.0,9.757366903,10.45878265,21.635712775
A2780,BEZ-235,4.0,0.4,1.442302996,1.578946999,19.76715514,0.022076004,2.658335978,22.64199347,1.464432195,-4.729360937,18.19098906
A2780,BORTEZOMIB,3.0,0.04,0.036210594,1.8903236,20.57815472,0.00257599,3.177206137,2.49635213,-15.17507604,-11.25276337,-0.136980262
A2780,CARBOPLATIN,4.0,50.0,1.190602439,1.955160849,22.64199347,22.52252517,1.159442115,23.15168791,7.861779478,-0.121059334,19.9925666
A2780,CYCLOPHOSPHAMIDE,3.5,10.0,0.8475012905,1.81586136,28.815590555,1.0,0.0,100.0,1.6275748005,1.6275748005,1.6275748005
A2780,DASATINIB,2.0,3.0,0.128388817,1.980873154,20.57815472,0.021728225,1.676561871,76.04435925,26.04030637,17.7131492,27.05487329
A2780,DEXAMETHASONE,3.0,10.0,0.4847525405,2.0284131005,28.815590555,1.0,0.0,100.0,-2.1832749535,-2.1832749535,-2.1832749535
A2780,DINACICLIB,4.0,0.04,1.442302996,1.196558316,70.59979661,0.006699069,2.301848829,10.32444442,16.05829564,12.68224084,22.26465209
A2780,DOXORUBICIN,4.0,0.3,1.442302996,1.955160849,39.00360994,0.013747852,1.809613757,18.99251752,6.205008807,-0.804669411,10.08549759
A2780,ERLOTINIB,0.7,5.0,0.0219021145,2.0896031515,21.610074095,4.666903069,1.413391053,0.450898924,16.54285829,15.9449151,31.59758216
A2780,ETOPOSIDE,2.5,4.0,0.4847525405,1.81586136,41.32660379,0.18008448,1.692048058,19.70727886,6.934850084,-0.752428656,13.57708075
A2780,GELDANAMYCIN,4.0,2.0,1.442302996,2.301848829,19.76715514,0.128388817,2.432551784,14.06419183,-5.811670724,-10.11130549,7.733369561
A2780,GEMCITABINE,3.5,0.01,0.4847525405,1.81586136,36.99639879,0.001047261,1.937816143,23.67539638,6.3802179125,0.46268437,8.435095401
A2780,L778123,2.0,5.0,0.128388817,1.8903236,20.57815472,1.566182541,0.564052358,10.35201702,11.43726329,6.049239962,18.71704878
A2780,LAPATINIB,2.5,5.0,0.270305368,1.7834427355,39.31939264,5.0,1.955160849,39.00360994,13.1884095,12.540332005,19.55831519
A2780,METFORMIN,4.0,250.0,1.190602439,1.676561871,34.98918764,1.0,0.0,100.0,4.418093871,4.418093871,4.418093871
A2780,METHOTREXATE,4.0,0.2,1.3164527175,1.477889285,28.815590555,0.02397041,1.885142094,13.05249879,-0.9634151255,-10.5975157395,3.7268935195
A2780,MITOMYCINE,4.0,1.0,0.504400142,1.676561871,14.06419183,0.063785054,1.657777327,28.77322722,-2.890367529,-14.62442707,2.036264452
A2780,MK-2206,1.5,4.0,0.029143299,1.935598377,20.17265493,0.333903704,1.447665457,51.58956062,22.38461182,6.4722051955,30.874484935
A2780,MK-4541,4.0,4.0,1.0,1.676561871,23.67539638,0.996737788,9.999719846,89.19861733,6.853131393,5.608865833,9.534084735
A2780,MK-4827,3.5,10.0,0.185057149,1.7834427355,51.566138585,1.190602439,1.236982831,34.98918764,10.648808732,-4.7417173635,19.376020675
A2780,MK-5108,4.0,2.0,0.333903704,1.578946999,19.76715514,0.504400142,1.55405091,43.64959764,10.39248545,1.163669942,15.96291171
A2780,MK-8669,1.5,0.01,0.107717232,1.9881525505,18.787149425,0.000566523,2.198333149,51.54271655,9.938376404,0.19253373,20.252345685
A2780,MRK-003,3.0,10.0,0.18008448,1.692048058,19.70727886,6.565226945,1.871427734,42.52617738,6.078936843,5.946041677,15.02111217
A2780,OXALIPLATIN,4.0,20.0,1.442302996,2.301848829,10.32444442,2.450534475,1.578946999,19.76715514,2.037929882,-5.30299721,4.995545443
A2780,PACLITAXEL,4.0,0.04,1.442302996,1.676561871,39.00360994,0.001721701,10.0,17.00848006,-11.19458519,-13.96023485,-2.095296207
A2780,PD325901,0.7,0.1,0.0219021145,2.0443283745,20.17265493,0.007358948,1.14297706,66.15064783,18.947301115,4.362720706,25.238927835
A2780,SN-38,4.0,0.005,1.442302996,2.301848829,10.32444442,0.001749165,1.310221706,20.57815472,3.981187655,3.78745478,16.81861146
A2780,SORAFENIB,4.0,20.0,1.442302996,1.196558316,70.59979661,5.292470939,3.057883709,1.420951089,0.009945434,-2.925381429,1.680576273
A2780,SUNITINIB,4.0,5.0,0.504400142,1.955160849,39.00360994,2.808751244,1.185821501,6.47394234,9.957328615,7.207350198,19.00660464
A2780,TEMOZOLOMIDE,2.5,250.0,0.3163944795,1.627754435,27.78367118,74.49485368,10.0,87.39811291,5.336751187,2.50884686,7.5167022905
A2780,TOPOTECAN,0.4,1.0,0.022076004,2.301848829,22.64199347,0.036210594,1.8903236,17.80714371,-2.798484386,-10.80635864,5.72814808
A2780,VINBLASTINE,4.0,0.04,0.504400142,1.676561871,34.98918764,0.006343301,1.482701977,13.3176134,14.61342832,-0.95998761,22.80469441
A2780,VINORELBINE,4.0,0.04,0.8475012905,1.81586136,28.815590555,0.002929515,2.101836785,19.02041289,-10.2011851015,-14.132238725,2.5791908325
A2780,ZOLINZA,2.0,4.0,0.2311462605,1.7834427355,21.610074095,2.348833052,2.075953047,0.0,2.4202486255,4.6932639735,13.54544225
A375,5-FU,4.0,10.0,1.0,1.607440753,51.80626296,10.0,10.0,35.00745157,3.044234571,9.8123650615,12.08383567
A375,ABT-888,3.0,10.0,0.9635010615,9.992062404,50.50990866,1.0,0.0,100.0,12.3675513115,12.3675513115,12.3675513115
A375,AZD1775,2.5,0.5,1.0,2.4558991065,49.22116524,0.242489497,2.927098452,49.36934791,11.83374106,19.18529896,23.13043
A375,BEZ-235,4.0,0.4,1.431324925,3.244030646,9.812683557,0.043930638,1.490933535,31.11815473,8.69889816,12.55438802,24.46129412
A375,BORTEZOMIB,2.0,0.04,0.495677198,3.187850242,59.21108016,0.00958092,10.0,1.597098622,22.14249333,33.6511893,38.8398924
A375,CARBOPLATIN,4.0,50.0,1.0,1.723947971,54.24317801,16.51765313,10.0,73.70106761,12.14520968,13.9969613,16.8440201
A375,CYCLOPHOSPHAMIDE,4.0,10.0,1.037119456,1.482429609,49.22116524,1.0,0.0,100.0,8.8687351005,8.8687351005,8.8687351005
A375,DASATINIB,0.4,3.0,1.0,1.490933535,59.21108016,1.074238912,1.723947971,54.24317801,28.38525691,34.40673141,37.60192957
A375,DEXAMETHASONE,4.0,10.0,1.0,1.723947971,44.19915247,1.0,0.0,100.0,9.970068838,9.970068838,9.970068838
A375,DINACICLIB,4.0,0.04,1.431324925,1.301807158,66.84273325,0.012910902,3.244030646,7.29614007,33.30727768,30.18867443,37.37361268
A375,DOXORUBICIN,2.0,0.3,1.0,1.473925683,55.7518505,0.054328311,0.969306609,0.0,-0.118419845,-5.187921194,8.51568649
A375,ERLOTINIB,0.4,5.0,0.074210315,1.500681251,37.34807066,4.992083287,9.999999526,55.7518505,30.14932617,31.35203823,35.05401768
A375,ETOPOSIDE,3.0,4.0,1.0,1.490933535,49.36934791,1.388830014,0.917189041,7.97234797,13.62933413,7.389236288,24.00879897
A375,GELDANAMYCIN,1.0,2.0,0.074210315,3.187850242,9.812683557,0.495677198,9.984124808,41.80873716,10.6074971,26.11746793,32.36363338
A375,GEMCITABINE,2.0,0.01,1.0,2.927098452,41.80873716,0.001099749,5.811288019,11.43501741,6.040364732,4.796615859,10.48976149
A375,L778123,4.0,5.0,1.0,3.215940444,46.78425019,1.186898895,1.445986422,64.25082193,17.23473589,14.93748928,20.987829215
A375,LAPATINIB,2.0,5.0,1.0,1.723947971,41.80873716,1.0,0.0,100.0,20.96985702,20.96985702,20.96985702
A375,METFORMIN,3.5,250.0,1.0,1.482429609,51.80626296,1.0,0.0,100.0,6.2286327935,6.2286327935,6.2286327935
A375,METHOTREXATE,4.0,0.2,1.431324925,1.723947971,54.24317801,0.03808291,4.660594924,7.642356839,-9.663096326,-6.026475748,-3.858203167
A375,MITOMYCINE,4.0,1.0,1.0,1.607440753,49.22116524,0.297120234,2.346604847,38.43285264,12.55043503,16.35660899,23.894584605
A375,MK-2206,2.0,4.0,1.0,3.187850242,41.80873716,1.0,0.0,100.0,32.60137686,32.60137686,32.60137686
A375,MK-4541,4.0,4.0,1.0,1.490933535,38.43285264,1.0,0.0,100.0,2.336169705,2.336169705,2.336169705
A375,MK-4827,2.0,10.0,1.0,1.710577606,41.80873716,2.859635321,10.0,44.19915247,13.54909027,22.94275239,28.35105649
A375,MK-5108,2.0,2.0,1.0,1.723947971,41.80873716,1.0,0.0,100.0,9.158266915,9.158266915,9.158266915
A375,MK-8669,2.0,0.01,0.464861575,3.187850242,35.68238797,1.0,0.0,100.0,31.09111252,31.09111252,31.09111252
A375,MRK-003,1.0,10.0,0.396398716,1.6007555705,37.89046165,10.0,4.212439198,51.19632045,5.292747117,11.928346775,14.40466614
A375,OXALIPLATIN,4.0,20.0,1.431324925,3.187850242,7.29614007,20.0,10.0,9.812683557,-5.991997233,9.486576696,12.50360116
A375,PACLITAXEL,4.5,0.04,1.037119456,1.607440753,51.80626296,0.01826663,1.343128949,0.0,23.0749901,28.01374514,38.038707085
A375,PD325901,3.0,0.1,1.0,3.187850242,31.11815473,0.005509909,1.473925683,37.34807066,1.893818604,0.555898558,10.05765367
A375,SN-38,4.0,0.005,1.431324925,3.187850242,7.29614007,0.005,10.0,59.21108016,15.25358029,18.0616805,21.3984853
A375,SORAFENIB,4.0,20.0,1.431324925,1.301807158,66.84273325,13.16779074,3.187850242,0.0,24.15404121,23.48018945,29.45030032
A375,SUNITINIB,2.0,5.0,1.0,2.927098452,41.80873716,4.39684937,1.205803199,0.0,12.24555777,12.32752035,23.09060353
A375,TEMOZOLOMIDE,1.0,250.0,0.242489497,2.927098452,41.80873716,82.02462283,9.999999997,79.39319533,16.72252294,18.66688672,19.41292518
A375,TOPOTECAN,2.2,1.0,0.7376277815,2.3393918885,19.2071474,0.074210315,1.710577606,8.247859088,10.6780998635,11.649220982,21.51252412
A375,VINBLASTINE,3.0,0.04,1.0,1.473925683,54.24317801,0.014400861,1.086245376,12.33381486,11.4885951,13.87593518,20.14148703
A375,VINORELBINE,4.0,0.04,1.0,1.894555549,52.560599205,0.00666383,1.438212866,28.99574877,15.646481305,18.95205019,31.654918475
A375,ZOLINZA,2.0,4.0,1.0,1.710577606,41.80873716,3.252136421,2.298177563,0.0,6.044989409,6.044989409,14.61462894
A427,5-FU,4.0,10.0,0.4915019,1.053642175,36.43921036,5.428628248,1.750076768,14.93695313,9.861138168,6.078394774,20.67373303
A427,ABT-888,1.5,10.0,0.1606653285,1.8305352365,18.51731775,10.0,0.864772801,60.257284,4.250089117,0.363309145,10.928879801
A427,AZD1775,1.0,0.5,0.1,1.599646228,32.41686898,0.242079513,2.08805365,0.0,8.014247284,6.553817977,18.86529662
A427,BEZ-235,20.0,0.4,4.894644804,1.66162767,0.0,0.053226321,1.053642175,41.16940505,7.077142712,5.847720023,19.35902126
A427,BORTEZOMIB,2.0,0.04,0.0821484405,1.442290178,25.62921138,0.006316767,1.711002418,0.0,19.397673935,15.10512421,30.293373455
A427,CARBOPLATIN,4.0,50.0,0.4915019,1.264497593,22.2154231,50.0,1.360039982,53.66287159,-5.040458086,-7.601845736,1.73979429
A427,CYCLOPHOSPHAMIDE,4.0,10.0,1.135946932,1.0127213745,35.512019435,8.037478738,0.995508946,86.35114601,-0.482501433,-4.5324141695,0.405022808
A427,DASATINIB,1.2,3.0,0.160494969,1.8305352365,47.733822265,0.110729841,0.337774456,36.43921036,21.75130995,0.6094422985,26.20319981
A427,DEXAMETHASONE,4.0,10.0,0.440796082,1.0127213745,37.523190125,1.0,0.0,100.0,-5.128578598,-5.128578598,-5.128578598
A427,DINACICLIB,4.0,0.04,0.330904094,10.0,63.50630177,0.008299176,1.999442803,0.0,10.48558305,4.877103622,19.98711387
A427,DOXORUBICIN,4.0,0.3,0.4915019,0.971800574,41.16940505,0.019315017,1.464146255,0.24885381,-1.828402256,-8.207464515,1.601385119
A427,ERLOTINIB,3.0,5.0,0.110729841,1.66162767,38.60716989,4.543701048,0.951436088,0.0,5.873609335,0.075875758,19.05388837
A427,ETOPOSIDE,4.0,4.0,0.390090264,1.264497593,22.2154231,0.23135816,1.838861427,17.74860409,1.163556806,-9.479149229,11.42751446
A427,GELDANAMYCIN,1.0,2.0,0.05356704,1.66162767,0.0,0.267763617,1.599646228,22.2154231,16.9891371,7.206961069,30.89789073
A427,GEMCITABINE,4.0,0.01,1.085241114,1.1662325175,27.31614604,0.001701508,2.654619535,4.737832574,1.345759515,2.557583027,9.6856651375
A427,L778123,4.0,5.0,0.2993338555,1.409488146,32.34240664,5.0,0.514033396,66.29549832,14.24236566,4.9601477895,15.606862495
A427,LAPATINIB,4.0,5.0,0.330904094,0.951436088,38.60716989,5.0,1.067967442,6.832620307,-16.64071397,-20.61524065,-4.233909563
A427,METFORMIN,3.0,250.0,0.330904094,1.264497593,32.41686898,39.11281982,3.216246889,89.41722396,6.224369639,-1.744282828,7.024986097
A427,MITOMYCINE,4.0,1.0,0.390090264,1.053642175,38.60716989,0.280404898,1.850278207,31.77788246,8.35776415,5.095353978,17.51581285
A427,MK-2206,1.0,4.0,0.1,1.620082763,22.2154231,4.0,0.822164256,39.90889876,21.1552951,11.84228877,26.42306309
A427,MK-4541,4.0,4.0,0.330904094,1.554478699,28.24560292,1.0,0.0,100.0,3.146335177,3.146335177,3.146335177
A427,MK-4827,2.0,10.0,0.110729841,1.599646228,38.60716989,10.0,0.489240741,66.4329422,4.484992612,-7.190978465,7.118683442
A427,MK-5108,3.5,2.0,0.2993338555,1.4320719105,29.32731673,0.390090264,2.604689067,32.41686898,6.213700708,1.488720725,16.289955695
A427,MK-8669,2.0,0.01,0.267763617,1.620082763,22.2154231,0.002235011,10.0,78.71044869,26.06990722,21.0566262,33.31379903
A427,MRK-003,4.0,10.0,0.390090264,1.350091594,32.41686898,7.476972314,1.26892688,0.0,5.365855831,4.06855787,19.83599866
A427,OXALIPLATIN,2.02,20.0,0.169601635,5.9997214015,31.753150885,8.714899246,10.0,54.29823948,-4.3408377915,3.642561483,9.0494860305
A427,PACLITAXEL,4.0,0.04,0.440796082,1.0127213745,37.523190125,0.002084354,3.349166298,10.98463184,-0.9684369,-7.576421216,13.08600714
A427,PD325901,2.0,0.1,0.110729841,1.66162767,36.43921036,0.1,0.351473167,38.60716989,11.55486672,-10.88756459,20.433771
A427,SN-38,4.0,0.005,0.330904094,1.999442803,0.0,0.00303197,1.66162767,0.0,-0.352967472,7.10693766,15.92755517
A427,SORAFENIB,2.02,20.0,0.169601635,5.9997214015,31.753150885,4.894644804,1.264497593,0.0,16.6735354375,10.739764999,22.85225151
A427,SUNITINIB,1.0,5.0,0.242079513,1.66162767,22.2154231,1.780391964,1.554478699,0.0,7.731438938,4.346295351,17.93473983
A427,TEMOZOLOMIDE,2.5,250.0,0.3289269405,1.1662325175,34.42803967,32.316478,0.590486659,43.20963743,30.275675585,8.994283477,35.199008935
A427,TOPOTECAN,4.0,1.0,0.330904094,1.264497593,41.16940505,0.05356704,1.620082763,14.8192124,19.34290532,2.812687966,22.83644945
A427,VINBLASTINE,4.0,0.04,1.135946932,0.961618331,39.258034325,0.018423078,1.350091594,0.0,6.171724929,0.596223753,20.34091254
A427,VINORELBINE,4.0,0.04,0.390090264,1.264497593,32.41686898,0.001692173,10.0,28.24560292,-13.06476649,-17.98288282,3.284263041
A427,ZOLINZA,3.5,4.0,0.360497179,1.3112230705,34.42803967,0.4915019,0.971800574,0.0,-20.57626428,-27.72249166,-10.59993347
DLD1,5-FU,4.0,10.0,1.4412631325,1.858216961,57.603465265,4.598020789,1.057904279,42.99250101,7.6594562315,3.771817912,13.911162235
DLD1,ABT-888,0.4,10.0,0.034301763,1.647139986,42.45293751,1.0,0.0,100.0,6.797980681,6.797980681,6.797980681
DLD1,AZD1775,2.0,0.5,1.0,1.558975138,42.45293751,0.389534988,1.72748814,67.18005503,13.74363015,13.41433659,19.27111172
DLD1,BEZ-235,0.04,0.4,0.01609137,3.277694023,79.62382635,0.034301763,1.647139986,42.45293751,8.092373589,5.502351599,17.41046385
DLD1,BORTEZOMIB,2.0,0.04,0.389290728,1.558975138,42.45293751,0.00857849,1.888645165,2.145517736,25.73070708,22.23099768,29.52488655
DLD1,CARBOPLATIN,4.0,50.0,1.0483067625,1.7776384485,68.297681755,16.62678588,10.0,84.10005559,-2.9348064235,-0.481152021,1.776529161
DLD1,CYCLOPHOSPHAMIDE,4.0,10.0,1.236420783,1.858216961,74.70580169,1.0,0.0,100.0,6.04255386,6.04255386,6.04255386
DLD1,DASATINIB,2.5,3.0,0.5492456735,1.5107775275,61.03838193,1.376228041,1.069498498,40.90562553,8.840848568,5.7676362335,10.200204923
DLD1,DEXAMETHASONE,3.5,10.0,1.0,1.7776384485,73.588174965,1.0,0.0,100.0,4.7338250245,4.7338250245,4.7338250245
DLD1,DINACICLIB,4.0,0.04,1.506298224,10.0,87.30090495,0.01609137,3.277694023,25.62289332,16.69972205,18.01191045,20.20525344
DLD1,DOXORUBICIN,4.0,0.3,1.0,1.72748814,69.41530848,0.084281764,1.513614763,42.31871038,-1.828579843,-1.828579843,5.465228203
DLD1,ERLOTINIB,1.5,5.0,0.694645364,1.4666951035,45.463620415,4.645981859,1.080847422,0.0,24.30427058,22.01125123,34.78913887
DLD1,ETOPOSIDE,3.5,4.0,1.1881140205,1.7374643715,68.073967845,1.33133371,1.657553924,55.98228402,10.0146484255,10.66011375,20.70689129
DLD1,GELDANAMYCIN,1.0,2.0,0.098491347,2.257185156,37.29650322,0.389290728,1.558975138,48.47430332,13.95106881,13.20765242,23.2724875
DLD1,GEMCITABINE,3.5,0.01,1.0,1.687314063,73.588174965,0.002901343,10.0,56.03596583,-1.647165226,-2.770230398,5.831846834
DLD1,L778123,2.0,5.0,0.968574307,1.692521032,61.60801043,1.096613525,2.188793665,89.33851853,8.127245655,5.967816582,9.674689995
DLD1,LAPATINIB,2.0,5.0,0.937148614,1.558975138,48.47430332,5.0,0.734410513,69.41530848,29.21622134,19.24812255,32.8800141
DLD1,METFORMIN,3.0,250.0,1.0,1.827788757,69.41530848,1.0,0.0,100.0,2.904458568,2.904458568,2.904458568
DLD1,METHOTREXATE,4.0,0.2,1.376228041,2.188793665,79.9962949,0.077328024,3.461146652,17.22833745,-1.212755661,-2.644807027,2.880647523
DLD1,MITOMYCINE,4.0,1.0,1.0483067625,1.687314063,68.297681755,0.287366246,1.76411102,52.14266331,-3.0749855195,-1.4524422,4.5955646965
DLD1,MK-2206,2.0,4.0,1.0,1.5107775275,39.26679079,0.937148614,1.827788757,86.83623921,24.228729385,18.568482855,25.746580355
DLD1,MK-4541,4.0,4.0,1.0,1.72748814,57.27590671,4.0,10.0,87.79445753,3.465872071,3.010344692,5.223117906
DLD1,MK-4827,1.0,10.0,0.389290728,1.558975138,42.45293751,10.0,4.226111058,79.9962949,7.295147929,7.867584888,9.912060137
DLD1,MK-5108,4.0,2.0,1.0,1.647139986,79.62382635,2.0,3.233436334,82.2025506,7.873905438,7.01612457,9.520056613
DLD1,MK-8669,2.0,0.01,0.389290728,2.257185156,42.45293751,0.002164093,1.372532598,89.88363897,17.45293482,14.91484943,19.01054091
DLD1,MRK-003,4.0,10.0,1.0,1.827788757,55.98228402,10.0,1.469551605,55.34735326,4.237507813,5.184107583,9.76439774
DLD1,OXALIPLATIN,2.02,20.0,0.761194797,6.6388470115,56.461899135,20.0,2.257185156,37.29650322,-5.3814834135,1.2251752205,3.909283035
DLD1,PACLITAXEL,4.0,0.04,1.0,1.72748814,67.18005503,0.019186463,2.332228892,57.27590671,12.11873832,18.2622534,19.85858147
DLD1,PD325901,2.5,0.1,0.694645364,1.7678925755,41.67928152,1.0,0.0,100.0,21.667573765,21.667573765,21.667573765
DLD1,SN-38,12.0,0.005,8.322479907,6.234425968,43.650452475,0.005,0.871114028,79.62382635,4.49190387,4.465627124,7.4887982965
DLD1,SORAFENIB,2.02,20.0,0.761194797,6.6388470115,56.461899135,15.13866159,2.468851936,0.0,9.441299919,15.59606397,19.140410835
DLD1,SUNITINIB,4.0,5.0,1.0,1.374415069,48.47430332,1.789016869,5.729017161,66.73262721,5.166081307,5.166081307,9.478366055
DLD1,TEMOZOLOMIDE,2.0,250.0,1.0,1.647139986,79.62382635,1.0,0.0,100.0,4.452622462,4.452622462,4.452622462
DLD1,TOPOTECAN,2.2,1.0,0.7702999935,2.8732729795,34.037915415,0.098491347,1.374415069,37.62795605,7.0215853025,-0.359065984,16.56935505
DLD1,VINBLASTINE,2.0,0.04,0.968574307,1.7776384485,81.09942275,0.04,10.0,41.60337552,10.07655882,13.24766615,17.417482625
DLD1,VINORELBINE,4.0,0.04,1.1881140205,1.7374643715,68.073967845,0.035792086,1.90221198,39.73794881,12.58789778,13.007832265,19.562646855
DLD1,ZOLINZA,3.5,4.0,1.1881140205,1.7776384485,66.95634112,1.557271976,10.0,38.1997938,0.892749326,10.410047476,12.718988445
ES2,5-FU,4.0,10.0,0.763541313,9.999999999,59.49911923,5.158413374,1.780451331,54.08388076,6.24487668,5.704467331,10.9589526
ES2,ABT-888,0.52,10.0,0.045530936,6.641596963,41.7949263675,1.0,0.0,100.0,-0.2323347705,-0.2323347705,-0.2323347705
ES2,AZD1775,2.5,0.5,0.6771961505,9.9999999985,51.192347745,0.216621644,10.0,44.28526295,1.16257362,10.77440645,13.731553145
ES2,BEZ-235,0.04,0.4,0.012023853,9.999999998,49.98758936,0.065593314,1.112536082,30.35669072,2.245138358,7.924417223,15.14525104
ES2,BORTEZOMIB,0.04,0.04,0.012023853,9.999999998,49.98758936,0.010181121,10.0,4.299070337,-16.94869972,11.82341501,14.18565
