COMBINATION_ID,MAX_CONC_B,MAX_CONC_A,IC50_B,H_B,Einf_B,IC50_A,H_A,Einf_A,SUM_SYN_ANT_LOEWE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA
BORTEZOMIB.METFORMIN,0.04,250.0,0.00598251036364,4.56172834786,3.47956688082,116.635954053,3.22802785936,90.9511920909,-3.41227952568,-4.39609107495,-2.49509852259
BORTEZOMIB.METHOTREXATE,0.04,0.2,0.00627086566667,4.778582743,2.93798690692,0.0446626329167,7.97572095958,41.0652458917,-6.21873191542,-2.78748472217,5.9747986555
BORTEZOMIB.MITOMYCINE,0.04,1.0,0.00594440044444,4.28541704761,4.03773089428,0.198401071889,1.49879965539,22.9303367437,-2.07980939944,-2.12819398056,15.201968965
BORTEZOMIB.MK-2206,0.04,4.0,0.00631160138462,4.17145097519,3.29706777692,1.11516070377,2.40649194015,59.8630794112,8.82273359688,3.91004911127,17.9558888512
BORTEZOMIB.MK-4541,0.04,4.0,0.00642809364706,4.86017355012,2.00579353671,1.73326948612,3.39051091282,92.9966942059,16.0932433838,14.8265458821,16.8630134348
BORTEZOMIB.MK-4827,0.04,10.0,0.00599453873913,4.13551284148,3.32866735735,4.91949505635,4.149798305,57.2557401365,-6.11787018117,-5.82086829435,3.84680203557
BORTEZOMIB.MK-5108,0.04,2.0,0.00647978963158,4.56434629258,3.11482740368,0.766962470737,4.47748462858,65.5893722226,4.573678979,4.58408456616,12.3416621971
BORTEZOMIB.MK-8669,0.01,0.04,0.00125422926316,4.52089981553,74.1515448521,0.00607420131579,4.09750174937,2.47385767274,8.88066882432,2.63771594732,14.9561706684
BORTEZOMIB.MK-8776,4.0,0.04,0.596811949833,3.0150547385,51.0314094041,0.00568922677778,5.12247650506,3.54508842239,-19.9066944683,-22.2542392021,-7.80473415567
BORTEZOMIB.MRK-003,0.04,10.0,0.00548033794737,4.98372457921,2.38414451632,6.49803127547,4.29738350205,54.5225380968,1.79412571405,4.89776408568,11.857685917
BORTEZOMIB.OXALIPLATIN,20.0,0.04,8.93589209173,3.45896551133,36.33006337,0.00585535786667,3.72622619647,1.90544106413,-1.19504207267,3.1587950272,14.4003915575
BORTEZOMIB.PACLITAXEL,0.04,0.04,0.00644626117647,4.33129125229,4.30903739735,0.00505220958824,3.780286379,27.7490495855,-27.1133150546,-23.1955484187,-3.78974994341
BORTEZOMIB.PD325901,0.04,0.1,0.00618341859091,4.58395623182,2.9812597165,0.112969650318,1.06667628759,50.4810773218,8.08234255009,0.863178632409,17.7715790291
BORTEZOMIB.SN-38,0.005,0.04,0.00328019944444,3.96927809672,41.5407024544,0.0060788225,3.84115986194,3.34598906844,-1.47976067289,3.62069640033,12.3137650439
BORTEZOMIB.SORAFENIB,20.0,0.04,9.32350269792,3.98894289938,5.00861147938,0.00544637446154,4.58446695985,3.99963754269,-7.41549039223,5.60958060523,12.929688054
BORTEZOMIB.SUNITINIB,0.04,5.0,0.00642330157143,4.28718682962,3.63571710862,3.48577933662,3.778469524,19.4904367238,-0.977682056667,7.53209766386,14.6696965188
BORTEZOMIB.TEMOZOLOMIDE,0.04,250.0,0.0065643747619,4.26562216852,3.18908814,48.8871066376,5.261124883,81.7901492043,-0.533579739619,-1.98484198081,4.514494595
BORTEZOMIB.TOPOTECAN,1.0,0.04,0.0842932912941,1.50042964171,18.5015021476,0.00605480258824,3.84728179029,4.14150587988,1.84381444835,-1.66752520929,17.9687367517
BORTEZOMIB.VINBLASTINE,0.04,0.04,0.00799132925,5.02132483788,3.56174337375,0.017509077625,2.53564652825,17.12814534,6.5802853335,17.2612049287,30.5783907199
