LOVO.MK-8669,MTOR,SSBP1,0.536,gex
LOVO.MK-8669,GTF2H1,MTOR,0.557,gex
LOVO.MK-8669,CREB1,MTOR,0.56,gex
LOVO.MK-8669,MTOR,PIK3CA,0.4305,gex
LOVO.MK-8669,BECN1,MTOR,0.1775,gex
LOVO.MK-8669,MTOR,VHL,0.855,gex
LOVO.MK-8669,CASP3,MTOR,0.273125,gex
LOVO.MK-8669,ATR,MTOR,0.56,gex
LOVO.GEMCITABINE,MAP4K5,RRM1,0.449,gex
LOVO.GEMCITABINE,MAP4K5,TYMS,0.449,gex
LOVO.GEMCITABINE,CMPK1,MAP4K5,0.449,gex
LOVO.GEMCITABINE,ENO1,RRM1,0.194,gex
LOVO.GEMCITABINE,RRM1,UNG,0.527,gex
LOVO.GEMCITABINE,RRM1,SSBP1,0.5,gex
LOVO.GEMCITABINE,GTF2H1,RRM1,0.512,gex
LOVO.GEMCITABINE,MAPKAP1,RRM1,0.455,gex
LOVO.GEMCITABINE,MAPKAP1,TYMS,0.455,gex
LOVO.GEMCITABINE,CMPK1,MAPKAP1,0.455,gex
LOVO.GEMCITABINE,ABCC10,RRM1,0.5,gex
LOVO.GEMCITABINE,KIF11,TYMS,0.203,gex
LOVO.GEMCITABINE,DCK,RRM1,0.5,gex
LOVO.GEMCITABINE,PSMB4,RRM1,0.5,gex
LOVO.GEMCITABINE,PSMB4,TYMS,0.5,gex
LOVO.GEMCITABINE,CMPK1,PSMB4,0.5,gex
LOVO.GEMCITABINE,NAE1,RRM1,0.611,gex
LOVO.GEMCITABINE,NAE1,TYMS,0.5,gex
LOVO.GEMCITABINE,ATR,RRM1,0.62,gex
LOVO.GEMCITABINE,ATR,TYMS,0.62,gex
LOVO.GEMCITABINE,ATR,CMPK1,0.62,gex
LOVO.GEMCITABINE,CALM1,RRM1,0.491,gex
LOVO.GEMCITABINE,CALM1,TYMS,0.491,gex
LOVO.GEMCITABINE,CALM1,CMPK1,0.491,gex
LOVO.GEMCITABINE,MTOR,RRM1,0.536,gex
LOVO.SUNITINIB,GLT8D1,PDGFRA,0.503,gex
LOVO.SUNITINIB,GLT8D1,PDGFRB,0.503,gex
LOVO.SUNITINIB,GLT8D1,KIT,0.503,gex
LOVO.SUNITINIB,KDR,UNG,0.548,gex
LOVO.SUNITINIB,PDGFRA,TRIP11,0.509,gex
LOVO.SUNITINIB,PDGFRB,TRIP11,0.509,gex
LOVO.SUNITINIB,KIT,TRIP11,0.509,gex
LOVO.SUNITINIB,KDR,SSBP1,0.533,gex
LOVO.SUNITINIB,PDGFRA,PPP3CB,0.443,gex
LOVO.SUNITINIB,PDGFRB,PPP3CB,0.443,gex
LOVO.SUNITINIB,KIT,PPP3CB,0.443,gex
LOVO.SUNITINIB,GTF2H1,KDR,0.554,gex
LOVO.SUNITINIB,GGCX,PDGFRA,0.503,gex
LOVO.SUNITINIB,GGCX,PDGFRB,0.503,gex
LOVO.SUNITINIB,GGCX,KIT,0.503,gex
LOVO.SUNITINIB,ABCC10,KDR,0.473,gex
LOVO.SUNITINIB,MBD4,PDGFRA,0.548,gex
LOVO.SUNITINIB,MBD4,PDGFRB,0.548,gex
LOVO.SUNITINIB,KIT,MBD4,0.548,gex
LOVO.SUNITINIB,CAPRIN1,PDGFRA,0.503,gex
LOVO.SUNITINIB,CAPRIN1,PDGFRB,0.503,gex
LOVO.SUNITINIB,CAPRIN1,KIT,0.503,gex
LOVO.SUNITINIB,PDGFRA,ZNF473,0.515,gex
LOVO.SUNITINIB,PDGFRB,ZNF473,0.515,gex
LOVO.SUNITINIB,KIT,ZNF473,0.515,gex
LOVO.SUNITINIB,DLAT,PDGFRA,0.506,gex
LOVO.SUNITINIB,DLAT,PDGFRB,0.506,gex
LOVO.SUNITINIB,DLAT,KIT,0.506,gex
LOVO.SUNITINIB,DCK,KDR,0.473,gex
LOVO.SUNITINIB,API5,PDGFRA,0.506,gex
LOVO.SUNITINIB,API5,PDGFRB,0.506,gex
LOVO.SUNITINIB,API5,KIT,0.506,gex
LOVO.SUNITINIB,PDGFRA,ZNF140,0.506,gex
LOVO.SUNITINIB,PDGFRB,ZNF140,0.506,gex
LOVO.SUNITINIB,KIT,ZNF140,0.506,gex
LOVO.SUNITINIB,CALM1,PDGFRA,0.506,gex
LOVO.SUNITINIB,CALM1,PDGFRB,0.506,gex
LOVO.SUNITINIB,CALM1,KIT,0.506,gex
LOVO.SUNITINIB,KDR,MTOR,0.545,gex
LOVO.ETOPOSIDE,NAE1,TOP2A,0.611,gex
LOVO.ZOLINZA,CASP8AP2,HDAC2,0.2,gex
LOVO.ZOLINZA,HDAC1,NAE1,0.611,gex
LOVO.ZOLINZA,HDAC2,NAE1,0.611,gex
LOVO.ZOLINZA,HDAC3,NAE1,0.575,gex
LOVO.PD325901,MAP2K1,VHL,0.7975,gex
LOVO.L778123,CREB1,PGGT1B,0.173,gex
LOVO.MK-4541,AR,CASP3,0.1775,gex
LOVO.LAPATINIB,EGFR,UNG,0.536,gex
LOVO.LAPATINIB,EGFR,SSBP1,0.512,gex
LOVO.LAPATINIB,EGFR,GTF2H1,0.536,gex
LOVO.LAPATINIB,EGFR,PIK3CA,0.1775,gex
LOVO.LAPATINIB,ERBB2,PIK3CA,0.1775,gex
LOVO.LAPATINIB,ARHGAP1,EGFR,0.1775,gex
LOVO.LAPATINIB,CALM1,EGFR,0.855,gex
LOVO.LAPATINIB,EGFR,MTOR,0.6115,gex
LOVO.MK-2206,AKT1,PIK3CA,0.3982579,gex
LOVO.MK-2206,AKT1,BECN1,0.1775,gex
LOVO.MK-2206,AKT1,NAE1,0.629,gex
LOVO.MK-2206,AKT2,NAE1,0.575,gex
LOVO.MK-2206,AKT1,CASP3,0.273125,gex
LOVO.MK-2206,AKT1,FADD,0.1775,gex
LOVO.MK-2206,AKT1,MTOR,0.56,gex
LOVO.DOXORUBICIN,NAE1,TOP1,0.629,gex
LOVO.DOXORUBICIN,DNMT1,NAE1,0.629,gex
LOVO.DINACICLIB,CDK2,UNG,0.557,gex
LOVO.DINACICLIB,CDK2,SSBP1,0.536,gex
LOVO.DINACICLIB,CDK2,GTF2H1,0.545,gex
LOVO.DINACICLIB,CDK2,NAE1,0.644,gex
LOVO.DINACICLIB,ATR,CDK1,0.1775,gex
LOVO.DINACICLIB,CDK2,MTOR,0.557,gex
LOVO.MK-8776,CHEK1,PIK3CA,0.1775,gex
LOVO.MK-8776,ABCC10,CHEK1,0.647,gex
LOVO.MK-8776,CHEK1,NOL11,0.176,gex
LOVO.MK-8776,CHEK1,NPAT,0.2,gex
LOVO.MK-8776,CHEK1,DCK,0.647,gex
LOVO.MK-8776,CHEK1,NAE1,0.638,gex
LOVO.MK-8776,ATR,CHEK1,0.34334375,gex
LOVO.METHOTREXATE,DHFR,MSH2,0.855,gex
LOVO.METHOTREXATE,DHFR,NAE1,0.5,gex
LOVO.MK-5108,ABCC10,AURKA,0.605,gex
LOVO.MK-5108,AURKA,DCK,0.563,gex
LOVO.MK-5108,AURKA,NAE1,0.611,gex
LOVO.5-FU,MAP4K5,TYMS,0.449,gex
LOVO.5-FU,MAPKAP1,TYMS,0.455,gex
LOVO.5-FU,KIF11,TYMS,0.203,gex
LOVO.5-FU,PSMB4,TYMS,0.5,gex
LOVO.5-FU,NAE1,TYMS,0.5,gex
LOVO.5-FU,ATR,TYMS,0.62,gex
LOVO.5-FU,CALM1,TYMS,0.491,gex
LOVO.DASATINIB,GLT8D1,KIT,0.503,gex
LOVO.DASATINIB,KIT,TRIP11,0.509,gex
LOVO.DASATINIB,KIT,PPP3CB,0.443,gex
LOVO.DASATINIB,GGCX,KIT,0.503,gex
LOVO.DASATINIB,KIT,MBD4,0.548,gex
LOVO.DASATINIB,CAPRIN1,KIT,0.503,gex
LOVO.DASATINIB,KIT,ZNF473,0.515,gex
LOVO.DASATINIB,DLAT,KIT,0.506,gex
LOVO.DASATINIB,CASP3,SRC,0.1775,gex
LOVO.DASATINIB,API5,KIT,0.506,gex
LOVO.DASATINIB,KIT,ZNF140,0.506,gex
LOVO.DASATINIB,CALM1,KIT,0.506,gex
LOVO.AZD1775,NAE1,WEE1,0.611,gex
LOVO.TOPOTECAN,NAE1,TOP1,0.629,gex
LOVO.BEZ-235,LMAN1,PIK3CA,0.167,gex
LOVO.BEZ-235,MTOR,UNG,0.554,gex
LOVO.BEZ-235,MTOR,SSBP1,0.536,gex
LOVO.BEZ-235,GTF2H1,MTOR,0.557,gex
LOVO.BEZ-235,CREB1,MTOR,0.56,gex
LOVO.BEZ-235,PIK3CA,PIK3CB,0.56,gex
LOVO.BEZ-235,MTOR,PIK3CA,0.4305,gex
LOVO.BEZ-235,BECN1,MTOR,0.1775,gex
LOVO.BEZ-235,MTOR,VHL,0.855,gex
LOVO.BEZ-235,PIK3CA,RAB28,0.164,gex
LOVO.BEZ-235,CASP3,PIK3CA,0.1775,gex
LOVO.BEZ-235,CASP3,MTOR,0.273125,gex
LOVO.BEZ-235,ATR,PIK3CA,0.34334375,gex
LOVO.BEZ-235,ATR,MTOR,0.56,gex
LOVO.BEZ-235,MTOR,PIK3CA,0.4305,gex
LOVO.SN-38,NAE1,TOP1,0.629,gex
LOVO.SN-38,NAE1,TOP2A,0.611,gex
LOVO.ERLOTINIB,EGFR,UNG,0.536,gex
LOVO.ERLOTINIB,EGFR,SSBP1,0.512,gex
LOVO.ERLOTINIB,EGFR,GTF2H1,0.536,gex
LOVO.ERLOTINIB,EGFR,PIK3CA,0.1775,gex
LOVO.ERLOTINIB,ARHGAP1,EGFR,0.1775,gex
LOVO.ERLOTINIB,CALM1,EGFR,0.855,gex
LOVO.ERLOTINIB,EGFR,MTOR,0.6115,gex
RKO.MK-4827,MLH1,PARP1,0.273125,gex
RKO.MK-4827,PARP1,USP11,0.1775,gex
RKO.SORAFENIB,PDGFRA,SMARCA1,0.506,gex
RKO.SORAFENIB,PDGFRB,SMARCA1,0.506,gex
RKO.SORAFENIB,KIT,SMARCA1,0.506,gex
RKO.SORAFENIB,LAPTM4B,PDGFRA,0.506,gex
RKO.SORAFENIB,LAPTM4B,PDGFRB,0.506,gex
RKO.SORAFENIB,KIT,LAPTM4B,0.506,gex
RKO.SORAFENIB,PDGFRA,PLOD2,0.503,gex
RKO.SORAFENIB,PDGFRB,PLOD2,0.503,gex
RKO.SORAFENIB,KIT,PLOD2,0.503,gex
RKO.SORAFENIB,CXCR3,PDGFRA,0.509,gex
RKO.SORAFENIB,CXCR3,PDGFRB,0.509,gex
RKO.SORAFENIB,CXCR3,KIT,0.509,gex
RKO.ABT-888,MLH1,PARP1,0.273125,gex
RKO.ABT-888,PARP1,USP11,0.1775,gex
RKO.SUNITINIB,PDGFRA,SMARCA1,0.506,gex
RKO.SUNITINIB,PDGFRB,SMARCA1,0.506,gex
RKO.SUNITINIB,KIT,SMARCA1,0.506,gex
RKO.SUNITINIB,LAPTM4B,PDGFRA,0.506,gex
RKO.SUNITINIB,LAPTM4B,PDGFRB,0.506,gex
RKO.SUNITINIB,KIT,LAPTM4B,0.506,gex
RKO.SUNITINIB,PDGFRA,PLOD2,0.503,gex
RKO.SUNITINIB,PDGFRB,PLOD2,0.503,gex
RKO.SUNITINIB,KIT,PLOD2,0.503,gex
RKO.SUNITINIB,CXCR3,PDGFRA,0.509,gex
RKO.SUNITINIB,CXCR3,PDGFRB,0.509,gex
RKO.SUNITINIB,CXCR3,KIT,0.509,gex
RKO.DOXORUBICIN,MLH1,TOP1,0.1775,gex
RKO.MK-8776,CHEK1,MLH1,0.4305,gex
RKO.DASATINIB,KIT,SMARCA1,0.506,gex
RKO.DASATINIB,KIT,LAPTM4B,0.506,gex
RKO.DASATINIB,KIT,PLOD2,0.503,gex
RKO.DASATINIB,CXCR3,KIT,0.509,gex
RKO.TOPOTECAN,MLH1,TOP1,0.1775,gex
RKO.SN-38,MLH1,TOP1,0.1775,gex
SW620.VINORELBINE,PPP2R5D,TUBB,0.2,gex
SW620.MK-4827,PARP1,STAT3,0.273125,gex
SW620.SORAFENIB,PDGFRA,RAP1A,0.503,gex
SW620.SORAFENIB,PDGFRB,RAP1A,0.503,gex
SW620.SORAFENIB,KIT,RAP1A,0.503,gex
SW620.SORAFENIB,CLTC,PDGFRA,0.524,gex
SW620.SORAFENIB,CLTC,PDGFRB,0.524,gex
SW620.SORAFENIB,CLTC,KIT,0.524,gex
SW620.SORAFENIB,MORC3,PDGFRA,0.506,gex
SW620.SORAFENIB,MORC3,PDGFRB,0.506,gex
SW620.SORAFENIB,KIT,MORC3,0.506,gex
SW620.SORAFENIB,PDGFRA,TLE1,0.509,gex
SW620.SORAFENIB,PDGFRB,TLE1,0.509,gex
SW620.SORAFENIB,KIT,TLE1,0.509,gex
SW620.ABT-888,PARP1,STAT3,0.273125,gex
SW620.GEMCITABINE,RRM1,SMAD4,0.5,gex
SW620.GEMCITABINE,SMAD4,TYMS,0.5,gex
SW620.GEMCITABINE,CMPK1,SMAD4,0.5,gex
SW620.PACLITAXEL,PPP2R5D,TUBB,0.2,gex
SW620.SUNITINIB,PDGFRA,RAP1A,0.503,gex
SW620.SUNITINIB,PDGFRB,RAP1A,0.503,gex
SW620.SUNITINIB,KIT,RAP1A,0.503,gex
SW620.SUNITINIB,CLTC,PDGFRA,0.524,gex
SW620.SUNITINIB,CLTC,PDGFRB,0.524,gex
SW620.SUNITINIB,CLTC,KIT,0.524,gex
SW620.SUNITINIB,MORC3,PDGFRA,0.506,gex
SW620.SUNITINIB,MORC3,PDGFRB,0.506,gex
SW620.SUNITINIB,KIT,MORC3,0.506,gex
SW620.SUNITINIB,PDGFRA,TLE1,0.509,gex
SW620.SUNITINIB,PDGFRB,TLE1,0.509,gex
SW620.SUNITINIB,KIT,TLE1,0.509,gex
SW620.PD325901,DIRC2,MAP2K1,0.56,gex
SW620.LAPATINIB,EGFR,STAT3,0.85,gex
SW620.MK-2206,AKT1,SMAD4,0.56,gex
SW620.MK-5108,AURKA,STAT3,0.56,gex
SW620.5-FU,SMAD4,TYMS,0.5,gex
SW620.DASATINIB,KIT,RAP1A,0.503,gex
SW620.DASATINIB,CLTC,KIT,0.524,gex
SW620.DASATINIB,KIT,MORC3,0.506,gex
SW620.DASATINIB,KIT,TLE1,0.509,gex
SW620.ERLOTINIB,EGFR,STAT3,0.85,gex
SW837.VINORELBINE,PIN1,TUBB,0.176,gex
SW837.SORAFENIB,NUDT3,PDGFRA,0.506,gex
SW837.SORAFENIB,NUDT3,PDGFRB,0.506,gex
SW837.SORAFENIB,KIT,NUDT3,0.506,gex
SW837.SORAFENIB,PDGFRA,THAP1,0.506,gex
SW837.SORAFENIB,PDGFRB,THAP1,0.506,gex
SW837.SORAFENIB,KIT,THAP1,0.506,gex
SW837.GEMCITABINE,MAP3K7,RRM1,0.479,gex
SW837.GEMCITABINE,MAP3K7,TYMS,0.479,gex
